id,value,risk
293,2380.00,5
294,7640.00,5
295,140.00,9
296,740.00,9
297,9260.00,3
298,1500.00,3
299,4820.00,2
300,9860.00,4
301,940.00,2
302,3780.00,7
303,2680.00,9
304,3320.00,2
305,9200.00,6
306,1380.00,9
307,8260.00,8
308,2660.00,4
309,7320.00,2
310,7040.00,6
311,1300.00,10
312,8760.00,3
313,9680.00,2
314,3480.00,2
315,4860.00,10
316,3880.00,1
317,9100.00,1
318,2260.00,7
319,2100.00,4
320,6000.00,9
321,7740.00,10
322,100.00,1
323,9880.00,1
324,180.00,9
325,3760.00,1
326,360.00,9
327,2580.00,7
328,5620.00,1
329,9720.00,2
330,6040.00,3
331,4960.00,6
332,1860.00,4
333,4820.00,4
334,2740.00,8
335,720.00,1
336,3920.00,3
337,7140.00,6
338,9060.00,1
339,5420.00,2
340,7720.00,2
341,2180.00,7
342,5880.00,2
343,140.00,5
344,1120.00,4
345,220.00,7
346,9760.00,3
347,6840.00,6
348,6260.00,7
349,9180.00,7
350,360.00,10
351,4480.00,8
352,1140.00,4
353,4820.00,10
354,9120.00,7
355,7200.00,6
356,6580.00,7
357,4120.00,10
358,4240.00,8
359,140.00,9
360,4640.00,4
361,8460.00,2
362,1540.00,9
363,3600.00,4
364,6040.00,9
365,7120.00,9
366,3280.00,5
367,5300.00,8
368,4520.00,4
369,1920.00,7
370,7600.00,4
371,7900.00,2
372,4820.00,5
373,4360.00,5
374,1620.00,5
375,7040.00,5
376,7320.00,10
377,580.00,8
378,7880.00,8
379,3300.00,5
380,1760.00,9
381,6040.00,6
382,9840.00,8
383,9040.00,5
384,8900.00,8
385,6040.00,8
386,7740.00,6
387,9840.00,8
388,2900.00,6
389,300.00,4
390,8420.00,2
391,8640.00,2
392,9000.00,2
393,6960.00,10
394,580.00,3
395,1100.00,7
396,7520.00,6
397,4340.00,7
398,920.00,6
399,1840.00,10
400,7200.00,5
401,3860.00,10
402,1540.00,9
403,6940.00,2
404,2860.00,2
405,9560.00,8
406,6660.00,2
407,9360.00,7
408,8820.00,3
409,200.00,5
410,840.00,10
411,4400.00,4
412,8620.00,6
413,6740.00,5
414,3760.00,4
415,4160.00,5
416,1880.00,8
417,2160.00,4
418,7340.00,2
419,2260.00,6
420,7000.00,2
421,4980.00,3
422,6960.00,6
423,3860.00,1
424,1900.00,3
425,9480.00,5
426,5500.00,10
427,8940.00,1
428,9760.00,2
429,2680.00,1
430,5060.00,8
431,3080.00,8
432,9380.00,4
433,4220.00,7
434,8160.00,5
435,5720.00,9
436,1180.00,2
437,7580.00,4
438,820.00,1
439,8080.00,4
440,2000.00,3
441,1080.00,10
442,8760.00,9
443,7820.00,6
444,9700.00,2
445,7880.00,3
446,9960.00,9
447,3040.00,10
448,4020.00,6
449,4420.00,5
450,8040.00,2
451,4600.00,10
452,3560.00,2
453,7200.00,8
454,6360.00,5
455,5940.00,6
456,2140.00,1
457,7280.00,7
458,2820.00,2
459,2760.00,5
460,2500.00,8
461,5620.00,8
462,9340.00,7
463,1180.00,2
464,5180.00,1
465,2160.00,6
466,9940.00,10
467,860.00,8
468,3480.00,2
469,1980.00,7
470,4920.00,5
471,6880.00,1
472,340.00,6
473,1140.00,6
474,2320.00,5
475,6120.00,7
476,5880.00,8
477,9600.00,10
478,1300.00,8
479,8500.00,2
480,520.00,5
481,5140.00,9
482,1960.00,4
483,9300.00,9
484,2960.00,3
485,600.00,10
486,7340.00,3
487,5720.00,2
488,5080.00,4
489,4320.00,2
490,8020.00,7
491,9800.00,1
492,940.00,1
493,4680.00,4
494,4080.00,7
495,4260.00,3
496,4420.00,5
497,1480.00,9
498,6480.00,9
499,320.00,7
500,2060.00,6
501,3460.00,6
502,3520.00,7
503,7820.00,3
504,6460.00,10
505,3000.00,8
506,9400.00,2
507,5560.00,8
508,9900.00,7
509,6080.00,10
510,3480.00,9
511,6380.00,7
512,4660.00,5
513,3480.00,2
514,8680.00,4
515,4420.00,6
516,9140.00,4
517,3700.00,10
518,9420.00,3
519,1760.00,2
520,7500.00,8
521,9360.00,3
522,6680.00,1
523,4500.00,4
524,1020.00,3
525,4620.00,3
526,600.00,8
527,3340.00,9
528,7960.00,2
529,6760.00,7
530,6840.00,7
531,3280.00,8
532,9480.00,7
533,3640.00,3
534,4600.00,3
535,4520.00,5
536,1300.00,6
537,1800.00,8
538,5500.00,10
539,4260.00,9
540,8220.00,4
541,2000.00,1
542,20.00,4
543,2180.00,10
544,7880.00,5
545,6200.00,4
546,7720.00,4
547,3480.00,9
548,540.00,10
549,4960.00,6
550,6500.00,2
551,6960.00,7
552,9600.00,2
553,6260.00,6
554,6720.00,8
555,360.00,10
556,9840.00,3
557,6280.00,10
558,1740.00,5
559,7820.00,3
560,9340.00,8
561,8160.00,9
562,9380.00,9
563,2220.00,1
564,960.00,7
565,6740.00,7
566,3060.00,4
567,1760.00,1
568,1140.00,6
569,3140.00,6
570,240.00,4
571,1280.00,6
572,6840.00,6
573,300.00,2
574,7780.00,2
575,880.00,1
576,2980.00,8
577,280.00,7
578,5640.00,5
579,7260.00,2
580,7080.00,10
581,320.00,4
582,3400.00,8
583,7000.00,9
584,1020.00,7
585,5880.00,7
586,1280.00,3
587,9120.00,2
588,860.00,10
589,520.00,6
590,1660.00,9
591,5540.00,1
592,2900.00,4
593,4300.00,5
594,8860.00,9
595,1440.00,2
596,8480.00,6
597,5240.00,1
598,9860.00,3
599,5640.00,5
600,1780.00,4
601,8920.00,7
602,5180.00,3
603,860.00,7
604,660.00,9
605,6100.00,2
606,8700.00,1
607,8700.00,4
608,3560.00,6
609,5960.00,7
610,3640.00,9
611,6120.00,9
612,6580.00,8
613,60.00,1
614,2580.00,10
615,7460.00,10
616,6420.00,2
617,9460.00,7
618,5360.00,5
619,9460.00,9
620,7500.00,7
621,3980.00,7
622,2560.00,1
623,6440.00,5
624,5240.00,4
625,6340.00,7
626,140.00,1
627,1060.00,5
628,5800.00,4
629,2820.00,7
630,2740.00,6
631,9020.00,2
632,6760.00,1
633,7980.00,7
634,8440.00,10
635,1560.00,1
636,8860.00,6
637,5880.00,2
638,7820.00,7
639,5180.00,4
640,1360.00,2
641,8920.00,5
642,9180.00,6
643,3800.00,2
644,960.00,9
645,8140.00,5
646,8540.00,5
647,4660.00,9
648,9180.00,1
649,5760.00,4
650,1560.00,10
651,7440.00,7
652,800.00,5
653,200.00,10
654,5520.00,5
655,6360.00,10
656,4140.00,5
657,1680.00,1
658,6180.00,2
659,4420.00,2
660,700.00,5
661,6380.00,6
662,6120.00,4
663,1600.00,8
664,4580.00,2
665,3960.00,9
666,5340.00,5
667,7400.00,4
668,2180.00,2
669,3740.00,7
670,2000.00,6
671,3100.00,10
672,9220.00,1
673,3800.00,9
674,1660.00,9
675,2220.00,3
676,4640.00,4
677,8560.00,7
678,560.00,10
679,8460.00,10
680,1420.00,5
681,5360.00,5
682,1220.00,10
683,7780.00,8
684,9980.00,8
685,3720.00,6
686,8620.00,4
687,3840.00,9
688,8800.00,7
689,7220.00,8
690,1700.00,8
691,6560.00,7
692,620.00,2
693,9740.00,1
694,4240.00,8
695,480.00,3
696,9680.00,3
697,1120.00,3
698,3360.00,9
699,2260.00,5
700,2760.00,8
701,5900.00,3
702,1740.00,5
703,4640.00,1
704,1340.00,7
705,8980.00,1
706,9760.00,2
707,5620.00,2
708,400.00,4
709,1120.00,10
710,7120.00,5
711,7180.00,1
712,4360.00,6
713,980.00,9
714,6500.00,5
715,2140.00,4
716,2080.00,1
717,9420.00,5
718,1000.00,5
719,7220.00,9
720,5620.00,7
721,5900.00,9
722,8700.00,9
723,8840.00,8
724,8180.00,9
725,6900.00,10
726,2360.00,3
727,160.00,4
728,3920.00,7
729,9600.00,1
730,880.00,1
731,6080.00,10
732,1100.00,9
733,9420.00,6
734,5360.00,9
735,5800.00,9
736,9760.00,10
737,4640.00,8
738,2260.00,3
739,2560.00,2
740,5760.00,6
741,2740.00,10
742,9480.00,4
743,4960.00,8
744,9600.00,8
745,3980.00,10
746,3640.00,7
747,7760.00,3
748,4980.00,3
749,5560.00,5
750,980.00,6
751,1920.00,9
752,5080.00,2
753,3120.00,6
754,6320.00,9
755,4060.00,7
756,7220.00,5
757,6980.00,1
758,9540.00,1
759,780.00,5
760,2740.00,4
761,4480.00,8
762,1980.00,7
763,4240.00,7
764,9660.00,7
765,9060.00,10
766,2600.00,3
767,7280.00,7
768,2120.00,9
769,6780.00,6
770,4600.00,4
771,3680.00,2
772,2020.00,8
773,7800.00,8
774,5100.00,1
775,1340.00,9
776,340.00,3
777,8580.00,4
778,3200.00,3
779,9340.00,9
780,8180.00,5
781,3700.00,9
782,720.00,8
783,6980.00,9
784,3320.00,2
785,4200.00,6
786,5020.00,4
787,5980.00,6
788,1980.00,1
789,1600.00,5
790,3380.00,5
791,4360.00,3
792,1320.00,3
793,7240.00,2
794,5640.00,1
795,4860.00,7
796,9480.00,1
797,7340.00,2
798,9640.00,3
799,4600.00,2
800,8920.00,9
801,100.00,1
802,5420.00,6
803,580.00,2
804,2120.00,7
805,7820.00,8
806,9400.00,9
807,3820.00,5
808,1040.00,3
809,6320.00,9
810,6060.00,10
811,3200.00,2
812,8820.00,4
813,60.00,4
814,2280.00,2
815,4520.00,3
816,3100.00,2
817,3640.00,9
818,6300.00,6
819,4120.00,2
820,5280.00,10
821,3940.00,2
822,7060.00,4
823,20.00,3
824,9060.00,4
825,1100.00,8
826,1420.00,8
827,6300.00,4
828,2420.00,2
829,8960.00,5
830,7420.00,4
831,1940.00,9
832,2960.00,4
833,4400.00,9
834,4180.00,10
835,7180.00,7
836,6960.00,4
837,4820.00,1
838,0.00,8
839,2020.00,10
840,2220.00,2
841,0.00,2
842,3440.00,3
843,1820.00,8
844,8700.00,4
845,4900.00,10
846,6560.00,6
847,9600.00,10
848,4780.00,9
849,8080.00,1
850,6840.00,1
851,8160.00,9
852,3200.00,4
853,1040.00,5
854,760.00,10
855,7820.00,10
856,9700.00,2
857,5820.00,5
858,9840.00,10
859,7480.00,9
860,3260.00,1
861,5060.00,4
862,7420.00,1
863,320.00,4
864,2880.00,3
865,2920.00,8
866,1000.00,10
867,7000.00,10
868,3000.00,2
869,3340.00,1
870,6340.00,2
871,9600.00,10
872,580.00,7
873,8580.00,4
874,8120.00,8
875,5680.00,7
876,6520.00,10
877,3940.00,4
878,8740.00,5
879,4520.00,9
880,7280.00,1
881,60.00,3
882,1980.00,2
883,1700.00,2
884,7640.00,2
885,6360.00,3
886,4060.00,2
887,5120.00,7
888,1700.00,8
889,2120.00,1
890,6080.00,5
891,4440.00,10
892,9840.00,9
893,8980.00,5
894,2460.00,10
895,7840.00,1
896,1640.00,6
897,3280.00,8
898,2960.00,4
899,9560.00,7
900,2420.00,2
901,1540.00,3
902,2080.00,6
903,8900.00,2
904,4340.00,10
905,7240.00,9
906,2420.00,9
907,1100.00,8
908,7980.00,6
909,6660.00,3
910,2220.00,6
911,7300.00,1
912,6720.00,10
913,9140.00,3
914,3820.00,2
915,5240.00,7
916,6600.00,10
917,7960.00,8
918,2840.00,3
919,2580.00,7
920,9660.00,8
921,6860.00,4
922,6540.00,3
923,820.00,3
924,4900.00,8
925,4000.00,4
926,7400.00,6
927,100.00,7
928,520.00,2
929,360.00,5
930,5000.00,8
931,7200.00,9
932,880.00,3
933,3920.00,8
934,6760.00,7
935,380.00,1
936,8160.00,3
937,8020.00,9
938,2900.00,10
939,8720.00,8
940,7220.00,10
941,6560.00,9
942,3440.00,5
943,8800.00,6
944,8400.00,9
945,9840.00,10
946,4160.00,10
947,2900.00,5
948,8880.00,10
949,1200.00,9
950,8180.00,9
951,2200.00,1
952,8580.00,2
953,3740.00,4
954,6660.00,6
955,9380.00,4
956,7640.00,5
957,5640.00,9
958,8760.00,2
959,360.00,5
960,9900.00,9
961,9740.00,10
962,7680.00,6
963,1640.00,6
964,4460.00,9
965,5880.00,10
966,8940.00,10
967,5500.00,2
968,6700.00,9
969,240.00,1
970,5800.00,4
971,3180.00,5
972,100.00,2
973,9420.00,2
974,6000.00,7
975,1780.00,9
976,8020.00,4
977,8580.00,4
978,5120.00,5
979,6300.00,10
980,3940.00,6
981,5200.00,2
982,5760.00,9
983,3240.00,8
984,1280.00,7
985,1720.00,10
986,5480.00,9
987,1520.00,8
988,8180.00,6
989,6560.00,10
990,4960.00,1
991,6400.00,10
992,4540.00,8
993,4080.00,10
994,440.00,2
995,9300.00,2
996,220.00,1
997,7220.00,6
998,840.00,8
999,1840.00,9
1000,8160.00,5
1001,4320.00,5
1002,5600.00,10
1003,7840.00,10
1004,4760.00,2
1005,3200.00,9
1006,8720.00,7
1007,720.00,2
1008,7460.00,10
1009,9660.00,1
1010,1480.00,7
1011,960.00,2
1012,2100.00,7
1013,2620.00,8
1014,3280.00,4
1015,4360.00,3
1016,3840.00,4
1017,1920.00,7
1018,9720.00,7
1019,7120.00,9
1020,80.00,3
1021,4160.00,7
1022,2700.00,9
1023,2840.00,9
1024,9520.00,4
1025,9160.00,2
1026,5620.00,7
1027,5140.00,7
1028,3180.00,6
1029,4340.00,10
1030,9840.00,1
1031,2380.00,3
1032,7440.00,5
1033,4960.00,9
1034,3920.00,3
1035,1120.00,3
1036,5120.00,9
1037,7480.00,3
1038,2000.00,9
1039,5720.00,6
1040,7940.00,5
1041,5360.00,4
1042,4040.00,2
1043,4960.00,1
1044,5420.00,7
1045,2080.00,4
1046,9220.00,4
1047,9380.00,7
1048,2900.00,3
1049,5300.00,3
1050,1240.00,3
1051,3840.00,8
1052,4380.00,2
1053,9140.00,3
1054,80.00,2
1055,2100.00,10
1056,2000.00,1
1057,6440.00,1
1058,7260.00,6
1059,1100.00,9
1060,4860.00,4
1061,1280.00,8
1062,8660.00,1
1063,8880.00,5
1064,7260.00,8
1065,2440.00,4
1066,9600.00,9
1067,8900.00,6
1068,3600.00,1
1069,2100.00,10
1070,4940.00,2
1071,840.00,9
1072,6400.00,7
1073,4680.00,2
1074,8240.00,8
1075,4400.00,3
1076,2780.00,10
1077,300.00,2
1078,5740.00,10
1079,480.00,7
1080,8220.00,5
1081,6880.00,2
1082,1380.00,9
1083,4060.00,6
1084,6500.00,1
1085,5360.00,10
1086,1500.00,8
1087,3040.00,1
1088,5380.00,5
1089,9020.00,10
1090,5240.00,7
1091,3540.00,8
1092,80.00,5
1093,6480.00,1
1094,8000.00,5
1095,6760.00,6
1096,4740.00,2
1097,6640.00,3
1098,6360.00,10
1099,1280.00,8
1100,4740.00,7
1101,7480.00,10
1102,4220.00,5
1103,9780.00,4
1104,2640.00,8
1105,8520.00,3
1106,5040.00,1
1107,4600.00,2
1108,1080.00,5
1109,580.00,6
1110,6980.00,3
1111,6840.00,4
1112,5160.00,6
1113,5640.00,6
1114,2460.00,7
1115,1580.00,9
1116,5320.00,3
1117,9740.00,9
1118,9600.00,2
1119,8960.00,3
1120,2240.00,3
1121,1500.00,5
1122,2580.00,8
1123,9760.00,4
1124,3320.00,4
1125,1760.00,8
1126,8760.00,6
1127,900.00,1
1128,9080.00,9
1129,9260.00,10
1130,7380.00,2
1131,9780.00,3
1132,3040.00,10
1133,3120.00,4
1134,8260.00,7
1135,5900.00,6
1136,6320.00,3
1137,4640.00,5
1138,520.00,7
1139,3520.00,8
1140,9420.00,5
1141,8960.00,9
1142,1520.00,9
1143,720.00,3
1144,5000.00,5
1145,6060.00,6
1146,3200.00,1
1147,5180.00,2
1148,4540.00,6
1149,7540.00,5
1150,3880.00,4
1151,5520.00,9
1152,900.00,7
1153,4480.00,5
1154,2860.00,3
1155,7940.00,5
1156,1580.00,5
1157,7460.00,8
1158,3580.00,3
1159,5080.00,9
1160,2740.00,10
1161,5420.00,9
1162,8580.00,8
1163,1360.00,2
1164,880.00,2
1165,3900.00,5
1166,6400.00,4
1167,9500.00,4
1168,2860.00,10
1169,9580.00,3
1170,9580.00,4
1171,7760.00,9
1172,4040.00,8
1173,4060.00,2
1174,1980.00,9
1175,6020.00,8
1176,8540.00,2
1177,4220.00,1
1178,6400.00,4
1179,3660.00,6
1180,8380.00,3
1181,1560.00,4
1182,3400.00,10
1183,3940.00,4
1184,4640.00,8
1185,4880.00,8
1186,1100.00,9
1187,5960.00,7
1188,4760.00,5
1189,3960.00,1
1190,5000.00,1
1191,7060.00,10
1192,5680.00,1
1193,700.00,3
1194,4920.00,2
1195,9400.00,5
1196,5460.00,6
1197,3420.00,8
1198,3160.00,5
1199,760.00,5
1200,540.00,4
1201,4740.00,9
1202,6420.00,1
1203,7900.00,9
1204,5840.00,8
1205,3180.00,1
1206,4060.00,4
1207,6520.00,6
1208,2720.00,8
1209,420.00,5
1210,4300.00,7
1211,4440.00,7
1212,860.00,3
1213,4060.00,5
1214,140.00,1
1215,2280.00,6
1216,3620.00,4
1217,5980.00,2
1218,3160.00,10
1219,2480.00,6
1220,1040.00,5
1221,780.00,5
1222,6080.00,6
1223,7380.00,8
1224,4040.00,5
1225,2660.00,9
1226,4100.00,10
1227,4260.00,10
1228,1840.00,6
1229,2100.00,5
1230,2720.00,5
1231,1580.00,2
1232,3880.00,8
1233,4320.00,4
1234,3000.00,6
1235,200.00,8
1236,9600.00,5
1237,9320.00,3
1238,1600.00,3
1239,4360.00,1
1240,6860.00,6
1241,1960.00,5
1242,4760.00,1
1243,7640.00,7
1244,4840.00,3
1245,3020.00,10
1246,4280.00,4
1247,3440.00,8
1248,8240.00,3
1249,9420.00,6
1250,6020.00,10
1251,5280.00,10
1252,1580.00,1
1253,6560.00,7
1254,1540.00,5
1255,3180.00,3
1256,6760.00,9
1257,9340.00,9
1258,8500.00,3
1259,1720.00,5
1260,7040.00,6
1261,480.00,8
1262,4580.00,6
1263,2040.00,4
1264,8520.00,7
1265,9460.00,4
1266,1540.00,3
1267,6620.00,6
1268,3020.00,6
1269,360.00,7
1270,5060.00,4
1271,4840.00,2
1272,3640.00,8
1273,9720.00,1
1274,3120.00,8
1275,680.00,2
1276,3200.00,4
1277,600.00,5
1278,6460.00,6
1279,7960.00,6
1280,6340.00,3
1281,8360.00,6
1282,9940.00,2
1283,4640.00,7
1284,1660.00,6
1285,7640.00,10
1286,6160.00,7
1287,2200.00,1
1288,2020.00,9
1289,600.00,7
1290,7540.00,7
1291,5400.00,8
1292,3400.00,3
1293,6240.00,2
1294,2920.00,1
1295,4420.00,10
1296,9700.00,9
1297,2000.00,1
1298,5740.00,3
1299,9760.00,1
1300,1440.00,10
1301,9480.00,1
1302,8060.00,4
1303,2280.00,1
1304,200.00,2
1305,7140.00,1
1306,2800.00,2
1307,5480.00,2
1308,2440.00,6
1309,1840.00,8
1310,6660.00,3
1311,3140.00,4
1312,2960.00,9
1313,3380.00,9
1314,3700.00,8
1315,9880.00,9
1316,4200.00,6
1317,4940.00,3
1318,200.00,10
1319,8200.00,1
1320,2480.00,3
1321,1620.00,2
1322,1340.00,4
1323,5340.00,7
1324,660.00,8
1325,2360.00,4
1326,5820.00,3
1327,7780.00,7
1328,2560.00,5
1329,8720.00,6
1330,3880.00,5
1331,7260.00,10
1332,160.00,3
1333,9180.00,5
1334,3480.00,6
1335,4660.00,3
1336,9200.00,3
1337,1260.00,4
1338,7600.00,5
1339,6280.00,3
1340,7500.00,4
1341,1400.00,7
1342,7300.00,10
1343,9940.00,9
1344,6880.00,6
1345,7920.00,4
1346,260.00,4
1347,2180.00,1
1348,7980.00,9
1349,1080.00,4
1350,1500.00,3
1351,3300.00,6
1352,2900.00,10
1353,9880.00,2
1354,6360.00,2
1355,4300.00,5
1356,2500.00,3
1357,9940.00,3
1358,620.00,6
1359,9060.00,10
1360,3580.00,7
1361,7320.00,2
1362,8460.00,2
1363,9800.00,1
1364,600.00,5
1365,4780.00,6
1366,7240.00,2
1367,220.00,3
1368,9000.00,5
1369,860.00,4
1370,5760.00,8
1371,4680.00,1
1372,9200.00,1
1373,1660.00,10
1374,9820.00,4
1375,2420.00,9
1376,540.00,2
1377,780.00,2
1378,7220.00,2
1379,8320.00,7
1380,2940.00,4
1381,720.00,9
1382,7960.00,3
1383,1840.00,3
1384,7220.00,8
1385,6140.00,3
1386,5900.00,6
1387,2880.00,4
1388,5980.00,1
1389,8260.00,9
1390,460.00,3
1391,9240.00,4
1392,4760.00,7
1393,9340.00,1
1394,8780.00,6
1395,3360.00,1
1396,7000.00,3
1397,1940.00,9
1398,1000.00,9
1399,5380.00,8
1400,9700.00,8
1401,3800.00,10
1402,3640.00,5
1403,1720.00,1
1404,2400.00,7
1405,7820.00,4
1406,1400.00,1
1407,4740.00,2
1408,2860.00,3
1409,4980.00,10
1410,980.00,7
1411,980.00,10
1412,480.00,10
1413,620.00,5
1414,2800.00,4
1415,9320.00,4
1416,9680.00,9
1417,1620.00,6
1418,7360.00,2
1419,4320.00,5
1420,8920.00,3
1421,600.00,2
1422,4940.00,7
1423,9100.00,3
1424,1700.00,7
1425,9200.00,3
1426,260.00,2
1427,9760.00,2
1428,4100.00,7
1429,4900.00,2
1430,2520.00,5
1431,3020.00,9
1432,4420.00,4
1433,4320.00,2
1434,5100.00,2
1435,6760.00,8
1436,9440.00,1
1437,9580.00,10
1438,5340.00,10
1439,1000.00,3
1440,1540.00,9
1441,1840.00,5
1442,3540.00,9
1443,680.00,2
1444,3400.00,7
1445,1400.00,7
1446,4800.00,7
1447,8500.00,4
1448,4200.00,3
1449,9520.00,7
1450,6200.00,10
1451,2180.00,2
1452,4860.00,6
1453,180.00,9
1454,8600.00,4
1455,1140.00,6
1456,620.00,3
1457,6480.00,9
1458,6260.00,1
1459,5120.00,9
1460,6280.00,1
1461,2400.00,2
1462,5680.00,1
1463,7360.00,5
1464,6360.00,7
1465,1780.00,2
1466,960.00,4
1467,3800.00,2
1468,6840.00,5
1469,9220.00,9
1470,9560.00,8
1471,1040.00,9
1472,7140.00,4
1473,6440.00,8
1474,5960.00,8
1475,9380.00,6
1476,4300.00,10
1477,2180.00,7
1478,2540.00,1
1479,3940.00,3
1480,1340.00,2
1481,4800.00,6
1482,5960.00,7
1483,4740.00,7
1484,1380.00,5
1485,6660.00,2
1486,1140.00,1
1487,9980.00,1
1488,4200.00,2
1489,3540.00,3
1490,5020.00,1
1491,6940.00,10
1492,420.00,3
1493,4020.00,8
1494,4280.00,4
1495,3360.00,5
1496,6060.00,9
1497,6080.00,1
1498,2640.00,3
1499,7560.00,10
1500,340.00,2
1501,5120.00,3
1502,7640.00,4
1503,1800.00,7
1504,4640.00,1
1505,1040.00,4
1506,2520.00,9
1507,1940.00,6
1508,9640.00,6
1509,1300.00,7
1510,1780.00,10
1511,8380.00,6
1512,1160.00,4
1513,4800.00,5
1514,2540.00,5
