value1,value2,riskMin
3341.48,4341.48,5
4274.26,5274.26,2
3848.86,4848.86,1
1999.19,2999.19,10
3053.63,4053.63,10
225.72,1225.72,7
8603.25,9603.25,1
1940.86,2940.86,3
2812.38,3812.38,10
3215.40,4215.40,2
7094.14,8094.14,5
287.96,1287.96,9
5859.78,6859.78,8
4848.93,5848.93,6
6889.94,7889.94,7
4475.01,5475.01,8
8119.77,9119.77,6
2683.24,3683.24,9
1734.24,2734.24,2
1286.39,2286.39,8
161.17,1161.17,3
5680.56,6680.56,7
674.83,1674.83,9
7782.59,8782.59,5
782.54,1782.54,1
926.44,1926.44,5
1533.82,2533.82,5
8325.57,9325.57,4
4907.02,5907.02,9
4837.30,5837.30,7
8387.16,9387.16,8
4208.34,5208.34,7
4721.88,5721.88,7
7737.26,8737.26,1
4220.35,5220.35,2
5820.67,6820.67,5
1921.90,2921.90,10
1640.97,2640.97,8
8558.73,9558.73,3
8969.87,9969.87,5
4783.99,5783.99,7
7592.27,8592.27,6
4769.04,5769.04,4
5137.36,6137.36,4
1676.29,2676.29,8
3469.18,4469.18,4
449.62,1449.62,3
8664.93,9664.93,5
598.63,1598.63,9
3744.94,4744.94,9
97.58,1097.58,3
5312.65,6312.65,9
5870.17,6870.17,9
7003.38,8003.38,1
4211.12,5211.12,10
5357.95,6357.95,8
5077.76,6077.76,3
3734.69,4734.69,1
5476.41,6476.41,9
5565.25,6565.25,1
7626.84,8626.84,5
1013.26,2013.26,3
4442.78,5442.78,8
2460.92,3460.92,10
492.86,1492.86,6
7492.83,8492.83,1
523.80,1523.80,10
7520.60,8520.60,5
5149.91,6149.91,1
3891.54,4891.54,1
5611.15,6611.15,6
8097.83,9097.83,2
8796.68,9796.68,10
910.33,1910.33,5
3562.19,4562.19,2
2283.08,3283.08,9
345.72,1345.72,10
697.29,1697.29,2
2251.44,3251.44,1
833.75,1833.75,5
3676.46,4676.46,2
385.66,1385.66,7
3363.16,4363.16,1
7915.11,8915.11,3
2156.58,3156.58,6
6478.29,7478.29,6
4171.61,5171.61,1
4561.07,5561.07,9
741.07,1741.07,6
4493.14,5493.14,9
2903.28,3903.28,7
528.09,1528.09,6
2187.33,3187.33,1
5124.86,6124.86,5
1019.78,2019.78,3
8965.34,9965.34,5
5252.85,6252.85,1
7502.90,8502.90,9
6691.45,7691.45,9
3054.53,4054.53,10
7638.13,8638.13,6
4957.22,5957.22,7
8561.19,9561.19,7
6341.49,7341.49,6
3917.64,4917.64,1
8043.17,9043.17,6
4510.55,5510.55,8
3853.69,4853.69,3
8580.97,9580.97,3
5668.01,6668.01,10
3840.14,4840.14,1
4598.94,5598.94,10
4443.04,5443.04,10
5724.06,6724.06,10
6042.31,7042.31,1
4604.76,5604.76,3
6235.55,7235.55,3
5128.72,6128.72,8
5075.17,6075.17,2
5079.98,6079.98,5
864.49,1864.49,4
4038.85,5038.85,4
7813.89,8813.89,3
3462.18,4462.18,7
111.95,1111.95,7
1925.58,2925.58,3
2652.25,3652.25,5
8320.83,9320.83,1
7022.98,8022.98,4
2324.86,3324.86,6
2218.35,3218.35,8
4186.96,5186.96,3
6693.39,7693.39,7
8315.59,9315.59,6
5941.24,6941.24,6
5108.41,6108.41,5
1055.43,2055.43,2
7000.27,8000.27,4
3018.06,4018.06,3
7925.85,8925.85,9
4731.61,5731.61,4
587.16,1587.16,7
3864.83,4864.83,8
2128.06,3128.06,1
2330.38,3330.38,2
6696.90,7696.90,2
3741.57,4741.57,7
3486.83,4486.83,2
220.66,1220.66,5
3572.80,4572.80,8
8197.17,9197.17,6
7158.89,8158.89,8
1926.30,2926.30,1
6280.72,7280.72,1
2728.65,3728.65,10
8355.29,9355.29,7
7701.78,8701.78,2
8292.43,9292.43,6
460.97,1460.97,8
8153.10,9153.10,10
5508.93,6508.93,3
7092.93,8092.93,6
1267.18,2267.18,9
1308.97,2308.97,4
3732.71,4732.71,2
1406.38,2406.38,6
3026.98,4026.98,9
8634.21,9634.21,5
7316.47,8316.47,8
2053.83,3053.83,10
1297.37,2297.37,4
1323.30,2323.30,9
4129.18,5129.18,1
8325.81,9325.81,7
4599.33,5599.33,3
2666.76,3666.76,4
5907.73,6907.73,8
3550.19,4550.19,5
1535.11,2535.11,1
2510.03,3510.03,5
6954.52,7954.52,5
5466.25,6466.25,9
6692.46,7692.46,10
7185.88,8185.88,10
8368.35,9368.35,2
1273.69,2273.69,5
4585.77,5585.77,10
5103.06,6103.06,9
5195.19,6195.19,5
3236.16,4236.16,2
4972.61,5972.61,8
8730.26,9730.26,8
6804.16,7804.16,2
6394.14,7394.14,4
3683.31,4683.31,2
7994.10,8994.10,9
4615.80,5615.80,10
927.80,1927.80,6
5446.61,6446.61,3
5595.55,6595.55,6
5177.99,6177.99,9
5635.28,6635.28,6
5096.78,6096.78,2
7029.24,8029.24,4
436.42,1436.42,9
721.50,1721.50,6
3435.20,4435.20,10
2117.62,3117.62,3
1867.95,2867.95,8
1974.91,2974.91,4
997.28,1997.28,8
1204.07,2204.07,9
218.41,1218.41,6
4527.19,5527.19,5
6065.87,7065.87,3
206.21,1206.21,2
5739.67,6739.67,4
7812.49,8812.49,9
4673.19,5673.19,5
7040.46,8040.46,4
6681.61,7681.61,5
2368.50,3368.50,6
8661.60,9661.60,8
5379.55,6379.55,9
6034.49,7034.49,1
6538.80,7538.80,7
3419.83,4419.83,6
2792.48,3792.48,6
5106.63,6106.63,1
7464.95,8464.95,2
7887.70,8887.70,3
398.93,1398.93,4
3977.41,4977.41,2
5501.25,6501.25,6
212.25,1212.25,3
711.90,1711.90,1
3500.35,4500.35,4
3086.56,4086.56,5
1847.41,2847.41,9
169.74,1169.74,4
8705.40,9705.40,10
7387.26,8387.26,1
6395.36,7395.36,4
6405.45,7405.45,10
4820.68,5820.68,3
4643.09,5643.09,6
2490.41,3490.41,9
2861.57,3861.57,10
3906.53,4906.53,7
44.85,1044.85,1
3095.76,4095.76,4
8336.51,9336.51,9
7269.00,8269.00,3
2326.48,3326.48,8
8714.57,9714.57,7
1204.86,2204.86,3
7444.18,8444.18,4
6725.52,7725.52,7
4872.94,5872.94,4
6763.31,7763.31,7
1963.88,2963.88,6
8950.21,9950.21,8
1401.75,2401.75,1
8645.27,9645.27,4
6218.04,7218.04,3
2669.07,3669.07,9
3284.65,4284.65,9
6863.43,7863.43,5
7209.34,8209.34,9
3423.36,4423.36,6
332.61,1332.61,8
7479.17,8479.17,6
3585.14,4585.14,8
7853.43,8853.43,4
542.37,1542.37,2
471.53,1471.53,5
4064.17,5064.17,5
5559.69,6559.69,8
4473.17,5473.17,4
2255.01,3255.01,7
1828.93,2828.93,10
1604.28,2604.28,2
7277.51,8277.51,2
1752.33,2752.33,4
2005.42,3005.42,8
6653.72,7653.72,6
4517.53,5517.53,2
7604.98,8604.98,3
5423.33,6423.33,9
1600.70,2600.70,1
6627.36,7627.36,4
4245.54,5245.54,7
7160.19,8160.19,1
1455.72,2455.72,4
3806.37,4806.37,6
3270.23,4270.23,6
1191.30,2191.30,2
7621.86,8621.86,8
2382.09,3382.09,10
1052.07,2052.07,1
8854.03,9854.03,2
3846.67,4846.67,9
1820.18,2820.18,9
2400.02,3400.02,9
5903.59,6903.59,4
4158.90,5158.90,3
2810.18,3810.18,4
2482.94,3482.94,3
1092.50,2092.50,9
3651.96,4651.96,1
3368.83,4368.83,4
6241.67,7241.67,10
4403.39,5403.39,10
762.43,1762.43,10
7999.10,8999.10,1
7262.46,8262.46,4
54.35,1054.35,5
2638.81,3638.81,3
1365.70,2365.70,9
1092.69,2092.69,3
2976.71,3976.71,4
1712.66,2712.66,2
2111.93,3111.93,4
8366.91,9366.91,6
6730.48,7730.48,9
4817.84,5817.84,1
685.14,1685.14,7
4860.39,5860.39,6
8415.26,9415.26,1
8283.06,9283.06,8
7867.47,8867.47,6
787.60,1787.60,2
3492.14,4492.14,10
2713.02,3713.02,9
1055.85,2055.85,6
3766.48,4766.48,1
7040.53,8040.53,4
1522.29,2522.29,3
6802.63,7802.63,4
1934.16,2934.16,8
4615.21,5615.21,4
3277.10,4277.10,2
5240.79,6240.79,1
1645.32,2645.32,6
5872.32,6872.32,1
6100.89,7100.89,8
470.39,1470.39,3
8039.41,9039.41,2
2624.01,3624.01,3
1610.64,2610.64,8
6895.92,7895.92,6
2914.55,3914.55,9
134.06,1134.06,5
4360.23,5360.23,7
1665.41,2665.41,5
5791.22,6791.22,1
3749.02,4749.02,8
5593.67,6593.67,1
8485.10,9485.10,8
5645.12,6645.12,8
4389.60,5389.60,1
4260.55,5260.55,2
2051.16,3051.16,5
7500.05,8500.05,9
2817.24,3817.24,9
1957.12,2957.12,10
457.94,1457.94,8
3225.50,4225.50,2
2802.60,3802.60,9
3453.70,4453.70,7
188.92,1188.92,7
3412.50,4412.50,7
6511.91,7511.91,9
7209.56,8209.56,1
2570.08,3570.08,9
4900.67,5900.67,8
7299.61,8299.61,2
4202.58,5202.58,9
938.26,1938.26,7
5301.57,6301.57,9
3150.55,4150.55,9
3190.86,4190.86,10
6741.84,7741.84,7
6971.58,7971.58,9
1801.70,2801.70,1
335.84,1335.84,3
8512.36,9512.36,1
1203.88,2203.88,9
5935.56,6935.56,7
2849.61,3849.61,6
3211.91,4211.91,4
1664.27,2664.27,6
7167.02,8167.02,8
3860.34,4860.34,8
8128.80,9128.80,5
2131.75,3131.75,6
2031.39,3031.39,10
8135.21,9135.21,2
2946.39,3946.39,2
4620.32,5620.32,10
7058.13,8058.13,10
3257.66,4257.66,4
8197.09,9197.09,8
6765.25,7765.25,1
815.24,1815.24,5
8658.12,9658.12,3
7311.76,8311.76,5
2621.44,3621.44,6
612.77,1612.77,5
3862.67,4862.67,1
329.46,1329.46,10
7524.33,8524.33,8
5235.15,6235.15,5
5003.29,6003.29,8
4911.62,5911.62,10
3540.67,4540.67,9
4555.60,5555.60,9
3063.25,4063.25,6
7149.28,8149.28,3
4035.77,5035.77,2
7390.19,8390.19,1
8281.91,9281.91,7
7222.67,8222.67,7
2611.70,3611.70,3
8241.01,9241.01,5
6369.67,7369.67,5
3904.34,4904.34,1
7842.58,8842.58,8
7221.72,8221.72,5
4675.62,5675.62,9
4244.31,5244.31,6
3924.80,4924.80,1
6063.42,7063.42,3
4680.50,5680.50,10
3267.67,4267.67,3
8255.23,9255.23,7
3572.81,4572.81,8
7364.96,8364.96,8
5799.16,6799.16,7
2594.21,3594.21,1
4711.39,5711.39,10
318.98,1318.98,8
3428.72,4428.72,4
3514.53,4514.53,7
8835.03,9835.03,6
8340.40,9340.40,9
7388.44,8388.44,1
4296.69,5296.69,5
2875.86,3875.86,5
5629.69,6629.69,8
4640.76,5640.76,10
6925.38,7925.38,5
4957.28,5957.28,3
5169.27,6169.27,4
5616.41,6616.41,1
5854.47,6854.47,1
8250.06,9250.06,9
1109.77,2109.77,8
8798.15,9798.15,9
8328.58,9328.58,4
1740.84,2740.84,1
7836.18,8836.18,6
7152.24,8152.24,10
4228.43,5228.43,1
1980.38,2980.38,9
4202.35,5202.35,2
367.51,1367.51,10
204.51,1204.51,4
6087.99,7087.99,5
286.81,1286.81,6
1995.59,2995.59,8
1698.11,2698.11,1
5142.05,6142.05,2
8002.00,9002.00,10
5091.95,6091.95,5
4848.16,5848.16,5
5208.39,6208.39,4
6286.84,7286.84,2
7453.53,8453.53,7
1135.54,2135.54,10
1322.55,2322.55,4
5212.63,6212.63,6
3325.94,4325.94,9
5419.19,6419.19,3
8718.21,9718.21,8
5657.52,6657.52,5
2722.18,3722.18,8
2127.93,3127.93,6
7998.22,8998.22,2
5758.07,6758.07,1
6640.37,7640.37,1
5253.78,6253.78,10
91.27,1091.27,5
3868.76,4868.76,1
8295.12,9295.12,7
7272.24,8272.24,5
6085.65,7085.65,10
2473.64,3473.64,3
463.72,1463.72,8
626.48,1626.48,9
1039.64,2039.64,6
5358.05,6358.05,1
593.86,1593.86,3
1250.22,2250.22,10
8839.61,9839.61,7
4304.36,5304.36,3
6994.67,7994.67,2
171.38,1171.38,7
3113.17,4113.17,8
3799.93,4799.93,5
4231.95,5231.95,3
7297.86,8297.86,8
1153.04,2153.04,4
401.00,1401.00,1
8435.03,9435.03,9
410.40,1410.40,1
6113.05,7113.05,1
3876.23,4876.23,8
7184.86,8184.86,6
8406.50,9406.50,8
4292.17,5292.17,4
4439.96,5439.96,9
5749.31,6749.31,6
3295.32,4295.32,3
4813.68,5813.68,2
5890.87,6890.87,8
6841.78,7841.78,8
4035.43,5035.43,9
4171.05,5171.05,2
4396.07,5396.07,7
2657.84,3657.84,7
346.18,1346.18,1
4980.75,5980.75,10
5835.96,6835.96,7
6463.35,7463.35,8
2276.77,3276.77,8
2434.94,3434.94,10
4869.86,5869.86,2
7415.47,8415.47,5
5864.76,6864.76,6
759.87,1759.87,6
2247.28,3247.28,6
4960.97,5960.97,7
5293.57,6293.57,5
1880.64,2880.64,3
1911.02,2911.02,6
3116.00,4116.00,5
5815.85,6815.85,4
1191.13,2191.13,7
387.48,1387.48,10
4148.62,5148.62,1
6450.31,7450.31,1
4094.55,5094.55,3
6090.10,7090.10,9
6795.10,7795.10,4
8301.92,9301.92,7
5879.06,6879.06,7
964.16,1964.16,4
3697.26,4697.26,6
4872.78,5872.78,5
6635.47,7635.47,4
3348.25,4348.25,1
8480.08,9480.08,4
3108.88,4108.88,8
715.94,1715.94,3
8727.87,9727.87,8
8944.82,9944.82,10
3210.17,4210.17,1
7629.02,8629.02,9
4902.05,5902.05,2
4554.78,5554.78,6
1570.88,2570.88,7
7018.10,8018.10,1
6901.33,7901.33,4
6481.15,7481.15,1
4127.18,5127.18,5
4274.71,5274.71,8
7196.47,8196.47,2
3371.47,4371.47,8
2991.31,3991.31,7
7490.56,8490.56,3
3466.52,4466.52,6
37.96,1037.96,8
7527.52,8527.52,5
7493.86,8493.86,7
2583.27,3583.27,7
8948.49,9948.49,7
7065.52,8065.52,6
84.85,1084.85,2
7880.10,8880.10,5
4667.64,5667.64,3
5702.85,6702.85,8
7768.18,8768.18,10
8055.70,9055.70,6
4843.76,5843.76,1
1177.06,2177.06,5
2057.94,3057.94,8
5800.48,6800.48,6
492.81,1492.81,10
4511.74,5511.74,8
4133.46,5133.46,6
6992.31,7992.31,2
8888.69,9888.69,2
7085.13,8085.13,3
8377.16,9377.16,3
7891.04,8891.04,8
5450.04,6450.04,4
3323.86,4323.86,8
1302.16,2302.16,3
6453.60,7453.60,9
8405.70,9405.70,5
8385.02,9385.02,3
8046.57,9046.57,10
2714.57,3714.57,2
436.53,1436.53,10
4812.57,5812.57,1
8990.63,9990.63,8
2134.68,3134.68,8
4814.72,5814.72,2
5206.31,6206.31,7
7954.89,8954.89,9
7152.59,8152.59,9
5097.59,6097.59,3
2746.98,3746.98,8
2723.51,3723.51,9
8605.53,9605.53,4
2159.94,3159.94,10
7915.47,8915.47,3
2462.91,3462.91,7
3671.06,4671.06,4
7165.72,8165.72,8
6720.29,7720.29,7
3677.43,4677.43,3
4967.49,5967.49,8
6057.95,7057.95,6
8109.84,9109.84,6
3160.48,4160.48,1
2110.49,3110.49,10
5778.56,6778.56,9
3256.36,4256.36,1
6510.34,7510.34,3
6520.48,7520.48,5
3881.78,4881.78,3
6929.45,7929.45,4
4028.86,5028.86,1
503.64,1503.64,4
6563.50,7563.50,5
6960.04,7960.04,7
3600.07,4600.07,8
7469.91,8469.91,1
4652.66,5652.66,2
1670.94,2670.94,5
2643.37,3643.37,9
8717.67,9717.67,9
5480.59,6480.59,9
6319.04,7319.04,6
3686.99,4686.99,1
3105.55,4105.55,2
6112.13,7112.13,2
7864.67,8864.67,10
1044.68,2044.68,4
1480.82,2480.82,5
463.55,1463.55,2
6426.43,7426.43,8
581.00,1581.00,10
257.04,1257.04,1
792.15,1792.15,8
5371.70,6371.70,9
8493.98,9493.98,5
6584.64,7584.64,1
790.01,1790.01,1
3272.63,4272.63,6
7351.39,8351.39,2
5170.92,6170.92,7
4588.94,5588.94,2
7671.49,8671.49,3
3507.77,4507.77,3
6753.28,7753.28,4
7847.62,8847.62,3
4354.43,5354.43,9
2271.09,3271.09,9
6264.28,7264.28,6
4379.01,5379.01,6
3344.11,4344.11,4
7342.56,8342.56,10
840.17,1840.17,1
8541.76,9541.76,6
4165.98,5165.98,1
5732.82,6732.82,2
8488.00,9488.00,1
8591.22,9591.22,2
8802.74,9802.74,7
2467.94,3467.94,4
1650.22,2650.22,4
1013.32,2013.32,9
3672.73,4672.73,7
1394.87,2394.87,6
1279.74,2279.74,10
2369.02,3369.02,4
2602.43,3602.43,1
8528.34,9528.34,8
4791.98,5791.98,4
6601.77,7601.77,6
1124.26,2124.26,7
947.89,1947.89,10
1302.90,2302.90,2
6020.04,7020.04,5
1140.73,2140.73,5
8849.42,9849.42,10
1539.50,2539.50,4
2098.97,3098.97,6
7535.64,8535.64,8
7121.79,8121.79,3
5351.88,6351.88,10
857.72,1857.72,5
3273.36,4273.36,8
5694.61,6694.61,8
727.51,1727.51,5
2293.38,3293.38,4
4859.16,5859.16,3
5872.84,6872.84,2
5957.68,6957.68,4
2290.52,3290.52,4
2295.28,3295.28,8
4220.29,5220.29,9
4216.36,5216.36,2
602.08,1602.08,4
7279.57,8279.57,4
3106.52,4106.52,9
1349.88,2349.88,9
1108.94,2108.94,10
882.73,1882.73,2
1415.11,2415.11,9
1444.35,2444.35,10
7229.64,8229.64,2
7195.71,8195.71,4
8800.04,9800.04,5
521.59,1521.59,5
2359.22,3359.22,1
2956.18,3956.18,5
7239.68,8239.68,5
5035.64,6035.64,8
2778.33,3778.33,6
300.27,1300.27,3
4991.24,5991.24,2
5203.97,6203.97,4
4974.55,5974.55,9
8007.18,9007.18,9
2707.11,3707.11,4
4350.45,5350.45,2
5563.08,6563.08,10
3736.45,4736.45,8
7796.80,8796.80,1
5584.79,6584.79,1
5461.00,6461.00,8
8233.76,9233.76,6
2763.20,3763.20,9
7252.35,8252.35,5
4057.65,5057.65,7
6596.84,7596.84,2
5412.78,6412.78,6
2603.04,3603.04,3
3404.55,4404.55,7
3849.55,4849.55,2
5536.86,6536.86,3
1223.69,2223.69,1
4914.83,5914.83,10
6034.31,7034.31,1
2934.17,3934.17,5
2616.82,3616.82,7
3379.68,4379.68,3
8171.19,9171.19,6
4837.15,5837.15,2
7285.30,8285.30,3
1864.20,2864.20,5
978.68,1978.68,8
1807.80,2807.80,10
177.05,1177.05,8
2996.78,3996.78,4
1546.42,2546.42,4
6672.63,7672.63,6
1970.87,2970.87,2
494.63,1494.63,2
1895.12,2895.12,9
7804.13,8804.13,7
542.13,1542.13,4
2326.66,3326.66,1
862.03,1862.03,9
5061.90,6061.90,6
8868.80,9868.80,1
6476.95,7476.95,10
4181.40,5181.40,1
7558.75,8558.75,7
441.34,1441.34,9
3785.51,4785.51,10
2266.59,3266.59,6
2491.09,3491.09,9
5975.85,6975.85,3
173.61,1173.61,1
4681.01,5681.01,7
8992.67,9992.67,10
2435.13,3435.13,8
751.67,1751.67,9
4856.68,5856.68,8
1054.95,2054.95,6
5307.23,6307.23,6
817.52,1817.52,4
2387.85,3387.85,2
3273.73,4273.73,8
30.40,1030.40,3
5718.03,6718.03,8
3408.90,4408.90,6
8592.17,9592.17,1
876.64,1876.64,3
8521.44,9521.44,2
1735.53,2735.53,6
2427.09,3427.09,10
4486.93,5486.93,3
1660.04,2660.04,9
8791.25,9791.25,3
4994.16,5994.16,6
6297.22,7297.22,2
302.07,1302.07,4
5900.32,6900.32,9
3243.19,4243.19,6
4998.29,5998.29,6
6518.52,7518.52,3
5458.13,6458.13,8
1328.18,2328.18,2
7861.46,8861.46,2
5069.62,6069.62,9
1301.98,2301.98,4
3765.33,4765.33,10
8646.34,9646.34,5
5260.52,6260.52,9
6422.62,7422.62,2
6471.49,7471.49,5
8032.41,9032.41,1
6143.97,7143.97,5
1960.02,2960.02,5
366.32,1366.32,4
5213.15,6213.15,2
888.37,1888.37,5
307.44,1307.44,7
8602.46,9602.46,1
5823.43,6823.43,3
8312.68,9312.68,4
1555.56,2555.56,3
4245.27,5245.27,10
5587.20,6587.20,7
2017.96,3017.96,7
6502.99,7502.99,1
1137.97,2137.97,10
5555.58,6555.58,6
7743.88,8743.88,8
8959.91,9959.91,6
5090.31,6090.31,6
5123.11,6123.11,10
2242.34,3242.34,2
7106.11,8106.11,9
3543.12,4543.12,5
963.82,1963.82,5
4208.84,5208.84,4
4620.93,5620.93,4
7662.09,8662.09,8
3904.67,4904.67,5
6435.02,7435.02,5
8177.84,9177.84,7
870.07,1870.07,2
4572.98,5572.98,6
3054.04,4054.04,5
547.05,1547.05,5
155.28,1155.28,1
3420.89,4420.89,5
2429.43,3429.43,6
7941.01,8941.01,3
3907.25,4907.25,6
6683.68,7683.68,7
6192.09,7192.09,6
2695.84,3695.84,10
7391.57,8391.57,8
3692.58,4692.58,4
3137.28,4137.28,9
6840.66,7840.66,5
6438.16,7438.16,8
1195.78,2195.78,7
8053.42,9053.42,6
1360.48,2360.48,8
4187.90,5187.90,1
5384.60,6384.60,3
3138.11,4138.11,8
6910.50,7910.50,10
8321.23,9321.23,8
6853.77,7853.77,6
2957.20,3957.20,5
652.25,1652.25,3
7627.23,8627.23,10
3904.36,4904.36,10
3085.73,4085.73,7
7628.10,8628.10,6
6907.46,7907.46,8
8323.32,9323.32,3
1720.61,2720.61,7
1400.71,2400.71,3
7436.70,8436.70,9
921.83,1921.83,9
2934.75,3934.75,9
6399.30,7399.30,9
5712.41,6712.41,1
4802.46,5802.46,8
2529.45,3529.45,8
6735.79,7735.79,5
6249.55,7249.55,6
149.75,1149.75,4
4991.00,5991.00,3
7989.24,8989.24,8
251.87,1251.87,10
2633.25,3633.25,3
