value1,value2,riskMin
1040.03,2040.03,6
4839.70,5839.70,1
5395.78,6395.78,3
5214.76,6214.76,5
6012.72,7012.72,9
3984.85,4984.85,2
5451.54,6451.54,1
7494.60,8494.60,2
2117.78,3117.78,9
3276.21,4276.21,3
6739.37,7739.37,1
5812.25,6812.25,1
989.63,1989.63,2
22.14,1022.14,9
7418.39,8418.39,6
2646.19,3646.19,9
3265.68,4265.68,5
3763.22,4763.22,6
6571.30,7571.30,6
6377.57,7377.57,5
7638.23,8638.23,3
1005.47,2005.47,5
3842.39,4842.39,10
4282.01,5282.01,7
1672.16,2672.16,3
5430.92,6430.92,8
2671.60,3671.60,6
7793.45,8793.45,1
8815.11,9815.11,6
229.64,1229.64,4
5196.80,6196.80,2
4545.93,5545.93,10
5687.11,6687.11,2
7893.30,8893.30,5
61.53,1061.53,8
5652.85,6652.85,1
58.85,1058.85,1
4390.44,5390.44,8
1776.28,2776.28,9
1812.58,2812.58,5
5403.83,6403.83,4
3373.57,4373.57,10
2485.55,3485.55,9
2294.49,3294.49,9
5705.94,6705.94,10
6817.56,7817.56,6
5835.98,6835.98,9
556.98,1556.98,9
405.89,1405.89,5
1990.40,2990.40,6
1513.30,2513.30,8
57.93,1057.93,6
237.84,1237.84,2
2751.89,3751.89,2
7106.99,8106.99,3
853.48,1853.48,10
6920.90,7920.90,3
5063.00,6063.00,10
7506.88,8506.88,8
6440.22,7440.22,1
581.89,1581.89,4
78.12,1078.12,4
1566.30,2566.30,6
8313.77,9313.77,7
4670.75,5670.75,2
4953.99,5953.99,9
8363.09,9363.09,7
7208.82,8208.82,8
2433.56,3433.56,1
6319.45,7319.45,6
926.54,1926.54,10
2505.14,3505.14,10
2599.46,3599.46,6
1348.93,2348.93,5
699.71,1699.71,6
6865.89,7865.89,7
7356.01,8356.01,5
4315.13,5315.13,5
491.40,1491.40,9
3590.59,4590.59,3
1395.47,2395.47,3
6970.11,7970.11,10
5007.02,6007.02,1
3168.67,4168.67,10
3445.09,4445.09,6
834.82,1834.82,7
5796.77,6796.77,4
100.92,1100.92,7
4303.84,5303.84,2
7539.37,8539.37,7
7232.12,8232.12,5
8689.33,9689.33,4
4724.00,5724.00,4
2435.31,3435.31,2
6826.29,7826.29,9
3387.04,4387.04,8
8147.01,9147.01,5
3341.24,4341.24,3
1303.91,2303.91,3
3644.20,4644.20,3
7151.42,8151.42,9
6135.74,7135.74,3
7551.42,8551.42,2
4406.96,5406.96,5
2739.29,3739.29,3
7992.05,8992.05,4
2239.96,3239.96,6
8438.53,9438.53,4
8190.51,9190.51,8
5976.90,6976.90,3
4102.19,5102.19,6
7077.15,8077.15,7
4990.57,5990.57,7
5994.77,6994.77,10
2704.37,3704.37,9
5557.47,6557.47,7
293.37,1293.37,2
6237.69,7237.69,6
3023.96,4023.96,5
6461.92,7461.92,1
8948.75,9948.75,8
5351.39,6351.39,5
6206.95,7206.95,9
586.88,1586.88,9
4406.45,5406.45,8
8009.23,9009.23,3
7818.76,8818.76,6
2587.23,3587.23,5
2828.50,3828.50,8
5916.04,6916.04,2
1548.88,2548.88,4
3270.28,4270.28,8
1697.38,2697.38,6
5972.12,6972.12,4
7306.78,8306.78,4
646.57,1646.57,5
6715.37,7715.37,5
301.71,1301.71,5
8629.07,9629.07,5
3598.51,4598.51,7
4141.67,5141.67,9
7586.75,8586.75,7
4274.08,5274.08,5
3817.13,4817.13,4
5119.51,6119.51,2
6002.16,7002.16,8
327.88,1327.88,7
7988.53,8988.53,9
1390.61,2390.61,10
3489.76,4489.76,4
397.13,1397.13,5
3822.96,4822.96,10
1882.72,2882.72,9
8958.09,9958.09,8
1881.03,2881.03,2
3636.09,4636.09,8
4467.14,5467.14,10
8691.17,9691.17,7
8552.93,9552.93,8
6769.87,7769.87,2
5115.09,6115.09,5
3082.57,4082.57,2
7946.79,8946.79,3
1123.96,2123.96,10
4306.35,5306.35,10
3187.51,4187.51,4
2335.32,3335.32,1
8633.15,9633.15,7
5854.12,6854.12,9
2265.74,3265.74,9
4453.08,5453.08,5
4333.34,5333.34,9
3970.96,4970.96,2
6845.32,7845.32,10
8903.81,9903.81,6
6104.33,7104.33,6
999.82,1999.82,6
7102.52,8102.52,1
6288.94,7288.94,4
6640.57,7640.57,2
8529.02,9529.02,10
6867.59,7867.59,4
190.67,1190.67,10
297.20,1297.20,4
8783.00,9783.00,4
5029.11,6029.11,9
8975.81,9975.81,2
4284.64,5284.64,7
1082.23,2082.23,9
5832.25,6832.25,4
7985.13,8985.13,2
76.03,1076.03,3
4572.21,5572.21,7
7715.62,8715.62,3
3619.36,4619.36,2
1663.00,2663.00,8
2278.06,3278.06,7
4187.55,5187.55,10
1500.57,2500.57,8
6500.36,7500.36,6
216.01,1216.01,6
441.79,1441.79,6
8701.20,9701.20,4
5154.09,6154.09,2
6827.17,7827.17,6
1203.24,2203.24,6
4711.06,5711.06,10
4080.75,5080.75,1
3352.93,4352.93,5
7781.36,8781.36,1
5622.48,6622.48,8
7874.39,8874.39,8
3079.88,4079.88,3
3709.65,4709.65,5
5018.27,6018.27,3
8209.30,9209.30,1
7200.44,8200.44,6
8238.30,9238.30,2
6357.65,7357.65,1
2556.41,3556.41,6
6591.66,7591.66,9
4508.29,5508.29,10
5677.60,6677.60,7
5265.76,6265.76,2
256.96,1256.96,2
2513.90,3513.90,3
7116.57,8116.57,1
6480.82,7480.82,6
2826.96,3826.96,10
4108.36,5108.36,8
5874.75,6874.75,4
507.17,1507.17,3
5117.87,6117.87,8
4838.86,5838.86,9
1547.15,2547.15,8
4111.88,5111.88,5
5714.40,6714.40,8
4432.63,5432.63,8
4399.12,5399.12,3
8923.67,9923.67,2
5216.56,6216.56,5
1278.10,2278.10,8
1738.04,2738.04,6
5769.92,6769.92,9
8673.62,9673.62,3
5344.31,6344.31,8
1510.20,2510.20,10
8787.34,9787.34,1
8755.64,9755.64,10
4108.23,5108.23,1
102.38,1102.38,3
4327.86,5327.86,10
7984.88,8984.88,10
6272.97,7272.97,2
3836.14,4836.14,6
5633.58,6633.58,4
8391.70,9391.70,2
2278.98,3278.98,2
138.44,1138.44,1
7540.84,8540.84,9
2967.33,3967.33,10
8863.64,9863.64,5
2980.58,3980.58,5
2895.77,3895.77,3
5377.87,6377.87,9
7599.70,8599.70,1
1071.91,2071.91,5
1209.02,2209.02,7
3370.43,4370.43,6
5436.89,6436.89,5
6944.54,7944.54,4
5364.55,6364.55,1
2854.64,3854.64,7
3640.52,4640.52,8
4487.22,5487.22,7
7932.88,8932.88,1
7665.01,8665.01,6
3131.01,4131.01,7
4494.62,5494.62,4
5061.65,6061.65,9
5807.78,6807.78,2
3405.39,4405.39,10
251.25,1251.25,10
6748.87,7748.87,9
7546.62,8546.62,1
4899.22,5899.22,2
1226.78,2226.78,4
8006.01,9006.01,7
885.44,1885.44,9
1620.16,2620.16,10
6323.19,7323.19,2
8430.38,9430.38,4
8933.53,9933.53,9
5055.06,6055.06,4
1286.97,2286.97,1
5706.43,6706.43,1
5783.08,6783.08,8
5983.87,6983.87,10
6427.90,7427.90,3
5704.64,6704.64,10
55.06,1055.06,4
8798.73,9798.73,10
1515.70,2515.70,10
7040.17,8040.17,6
8265.05,9265.05,6
954.89,1954.89,7
5047.59,6047.59,9
6070.86,7070.86,5
3883.44,4883.44,5
5114.84,6114.84,1
4182.67,5182.67,8
5470.76,6470.76,5
3095.99,4095.99,8
5586.23,6586.23,3
5758.26,6758.26,4
8308.17,9308.17,7
6162.98,7162.98,1
7608.95,8608.95,9
1471.18,2471.18,1
8321.13,9321.13,5
4202.80,5202.80,3
1585.04,2585.04,5
1601.86,2601.86,1
6134.06,7134.06,1
1635.43,2635.43,9
8245.86,9245.86,3
1458.64,2458.64,5
49.49,1049.49,4
2279.81,3279.81,10
4151.70,5151.70,6
944.48,1944.48,9
2814.85,3814.85,7
2748.73,3748.73,1
8566.57,9566.57,8
1520.26,2520.26,8
3175.64,4175.64,2
3784.90,4784.90,9
252.01,1252.01,6
5122.96,6122.96,7
3839.04,4839.04,7
2168.46,3168.46,7
4794.27,5794.27,5
857.56,1857.56,7
5674.36,6674.36,3
3853.55,4853.55,5
1793.93,2793.93,10
2128.98,3128.98,4
3043.23,4043.23,1
5787.49,6787.49,4
5291.06,6291.06,7
4221.14,5221.14,10
8290.20,9290.20,5
3080.69,4080.69,10
2715.86,3715.86,4
2619.27,3619.27,7
826.74,1826.74,5
5648.99,6648.99,5
5097.84,6097.84,7
7859.59,8859.59,10
334.33,1334.33,4
4386.54,5386.54,1
7248.94,8248.94,2
1674.98,2674.98,1
1307.43,2307.43,3
6261.25,7261.25,5
7779.14,8779.14,5
5281.52,6281.52,4
8099.55,9099.55,9
5293.48,6293.48,7
8588.93,9588.93,1
5960.07,6960.07,1
7455.38,8455.38,7
8190.40,9190.40,2
3502.28,4502.28,8
5567.52,6567.52,3
73.31,1073.31,2
8894.58,9894.58,8
3905.99,4905.99,6
3250.64,4250.64,6
8394.77,9394.77,2
8567.51,9567.51,8
4207.64,5207.64,8
1711.83,2711.83,5
6641.23,7641.23,3
4592.53,5592.53,3
5031.66,6031.66,1
4721.43,5721.43,10
2185.97,3185.97,1
5241.93,6241.93,9
871.55,1871.55,6
3810.57,4810.57,9
5955.32,6955.32,3
5329.45,6329.45,6
3292.25,4292.25,2
6885.04,7885.04,10
4491.06,5491.06,2
4750.69,5750.69,10
7228.37,8228.37,6
4843.67,5843.67,8
2091.09,3091.09,1
4512.96,5512.96,4
7806.49,8806.49,4
6681.70,7681.70,5
1585.34,2585.34,8
8056.21,9056.21,2
900.67,1900.67,5
2322.68,3322.68,2
536.62,1536.62,8
6173.47,7173.47,2
5132.60,6132.60,1
6913.79,7913.79,1
5205.71,6205.71,3
8130.64,9130.64,2
6688.58,7688.58,6
3194.08,4194.08,3
5444.67,6444.67,8
6060.32,7060.32,1
1436.23,2436.23,10
8009.32,9009.32,9
724.01,1724.01,4
8934.70,9934.70,6
5789.76,6789.76,10
3100.34,4100.34,10
3934.95,4934.95,7
3400.75,4400.75,6
355.44,1355.44,2
7982.39,8982.39,10
8099.12,9099.12,5
2152.40,3152.40,9
3960.63,4960.63,4
2405.99,3405.99,7
2059.20,3059.20,7
1906.58,2906.58,5
1462.66,2462.66,9
7436.17,8436.17,7
4996.18,5996.18,5
4200.36,5200.36,2
3087.71,4087.71,1
2295.83,3295.83,1
3835.53,4835.53,6
317.00,1317.00,9
2665.76,3665.76,4
3525.22,4525.22,3
1364.71,2364.71,7
4531.37,5531.37,4
8314.40,9314.40,2
1745.44,2745.44,4
21.09,1021.09,8
6314.14,7314.14,9
5051.78,6051.78,3
959.15,1959.15,3
7639.35,8639.35,1
6096.44,7096.44,10
764.28,1764.28,3
2250.96,3250.96,10
8023.79,9023.79,8
7039.51,8039.51,5
6556.48,7556.48,10
7388.07,8388.07,4
2567.89,3567.89,5
8018.25,9018.25,3
4016.15,5016.15,2
2885.90,3885.90,6
5553.79,6553.79,9
8674.68,9674.68,6
3441.59,4441.59,2
3863.25,4863.25,5
3480.71,4480.71,3
4061.03,5061.03,9
7819.06,8819.06,8
5527.13,6527.13,9
2284.56,3284.56,6
5629.01,6629.01,1
5879.19,6879.19,2
6512.38,7512.38,7
7594.24,8594.24,4
2357.85,3357.85,10
7087.31,8087.31,6
4960.28,5960.28,7
1930.87,2930.87,5
1799.52,2799.52,1
6978.48,7978.48,6
5108.90,6108.90,2
5687.80,6687.80,8
76.21,1076.21,3
3985.99,4985.99,9
36.88,1036.88,8
3757.67,4757.67,1
1135.25,2135.25,4
2345.35,3345.35,2
1848.94,2848.94,4
2209.45,3209.45,8
5265.99,6265.99,8
8906.81,9906.81,9
5110.99,6110.99,1
1608.99,2608.99,7
4348.24,5348.24,8
8738.56,9738.56,8
4376.51,5376.51,9
7550.67,8550.67,10
2041.32,3041.32,1
7341.97,8341.97,9
632.65,1632.65,4
6089.69,7089.69,6
7067.82,8067.82,2
7579.07,8579.07,6
919.16,1919.16,3
1883.14,2883.14,8
5498.83,6498.83,4
2090.65,3090.65,9
8018.66,9018.66,6
545.98,1545.98,4
8032.28,9032.28,5
3979.69,4979.69,10
5311.42,6311.42,4
4573.04,5573.04,3
5369.34,6369.34,8
8878.19,9878.19,3
7757.99,8757.99,3
1971.79,2971.79,4
5054.16,6054.16,9
8592.60,9592.60,10
7691.78,8691.78,7
6779.02,7779.02,1
2338.71,3338.71,6
7332.15,8332.15,5
5139.85,6139.85,10
7918.38,8918.38,3
7480.16,8480.16,10
4920.61,5920.61,1
2761.97,3761.97,5
5399.56,6399.56,5
4255.73,5255.73,10
4342.75,5342.75,7
7016.91,8016.91,2
903.43,1903.43,10
1696.26,2696.26,3
3805.50,4805.50,2
3693.11,4693.11,5
4063.76,5063.76,10
4070.77,5070.77,4
4136.57,5136.57,2
3634.25,4634.25,3
2703.75,3703.75,6
2901.17,3901.17,9
1593.03,2593.03,7
4053.80,5053.80,3
7356.78,8356.78,7
4318.93,5318.93,8
4913.20,5913.20,3
766.60,1766.60,9
7271.85,8271.85,5
1887.96,2887.96,6
2978.76,3978.76,9
6518.62,7518.62,10
7936.80,8936.80,9
3274.59,4274.59,2
3633.69,4633.69,1
7211.94,8211.94,10
3842.27,4842.27,10
2934.14,3934.14,8
1762.96,2762.96,3
593.31,1593.31,5
4635.02,5635.02,5
1561.70,2561.70,3
507.54,1507.54,6
2089.25,3089.25,6
7087.04,8087.04,2
8104.39,9104.39,4
3684.77,4684.77,7
6164.01,7164.01,5
4033.59,5033.59,3
3005.06,4005.06,8
8901.93,9901.93,2
6381.02,7381.02,5
1942.66,2942.66,6
3318.07,4318.07,8
6167.21,7167.21,3
6343.23,7343.23,7
388.42,1388.42,1
2852.53,3852.53,7
4792.30,5792.30,8
4748.23,5748.23,7
4962.27,5962.27,1
4425.43,5425.43,9
4184.44,5184.44,3
4843.58,5843.58,9
104.44,1104.44,8
8186.66,9186.66,8
6487.55,7487.55,5
1826.23,2826.23,6
6747.09,7747.09,7
271.30,1271.30,3
2561.27,3561.27,4
2963.35,3963.35,3
5280.78,6280.78,2
3376.39,4376.39,10
7196.34,8196.34,6
7984.16,8984.16,9
2179.74,3179.74,9
3304.81,4304.81,5
6832.37,7832.37,7
1213.94,2213.94,4
121.47,1121.47,10
6795.45,7795.45,2
52.61,1052.61,1
5898.92,6898.92,2
7820.20,8820.20,5
715.94,1715.94,5
1324.65,2324.65,10
2659.24,3659.24,9
7254.21,8254.21,4
753.94,1753.94,9
1488.87,2488.87,1
6256.43,7256.43,5
6931.43,7931.43,10
1346.60,2346.60,2
4381.32,5381.32,2
5171.07,6171.07,8
215.94,1215.94,1
3652.84,4652.84,6
335.28,1335.28,9
5448.86,6448.86,7
8176.69,9176.69,5
2734.35,3734.35,10
2619.65,3619.65,2
1032.05,2032.05,5
7548.13,8548.13,5
1778.55,2778.55,9
1730.36,2730.36,8
285.48,1285.48,2
8074.90,9074.90,6
7600.75,8600.75,8
6806.90,7806.90,2
638.63,1638.63,9
8098.26,9098.26,8
905.59,1905.59,6
4855.98,5855.98,6
6478.45,7478.45,2
4812.73,5812.73,2
2894.29,3894.29,3
3349.89,4349.89,8
8472.33,9472.33,6
4245.97,5245.97,5
6970.20,7970.20,5
3654.89,4654.89,7
7001.43,8001.43,4
7993.86,8993.86,7
4139.56,5139.56,5
6523.83,7523.83,4
1015.46,2015.46,3
8863.15,9863.15,9
1516.02,2516.02,1
3053.08,4053.08,3
4349.63,5349.63,3
8355.73,9355.73,8
8329.49,9329.49,7
1414.41,2414.41,7
8890.79,9890.79,1
4876.83,5876.83,9
5395.60,6395.60,3
4792.58,5792.58,6
3254.50,4254.50,9
5403.39,6403.39,9
6926.63,7926.63,6
7114.58,8114.58,8
2200.35,3200.35,7
332.12,1332.12,9
6336.79,7336.79,4
8781.70,9781.70,8
4524.14,5524.14,2
7297.41,8297.41,6
6712.44,7712.44,10
2003.73,3003.73,4
2829.03,3829.03,8
7849.40,8849.40,4
5453.70,6453.70,1
890.64,1890.64,5
1392.67,2392.67,9
1189.61,2189.61,6
1240.02,2240.02,1
8941.69,9941.69,5
362.02,1362.02,6
7335.80,8335.80,5
4594.43,5594.43,10
7359.18,8359.18,1
5067.43,6067.43,1
525.13,1525.13,4
2505.96,3505.96,4
5933.67,6933.67,8
6243.17,7243.17,9
2745.71,3745.71,9
3575.81,4575.81,8
4441.67,5441.67,9
7062.03,8062.03,9
3623.80,4623.80,6
5161.49,6161.49,5
264.73,1264.73,10
872.11,1872.11,1
4588.27,5588.27,4
4855.85,5855.85,6
3590.83,4590.83,6
7396.88,8396.88,1
8116.09,9116.09,3
5130.40,6130.40,6
7263.25,8263.25,2
4503.38,5503.38,10
5751.78,6751.78,9
2039.52,3039.52,3
7377.78,8377.78,3
7835.35,8835.35,3
2540.51,3540.51,9
3893.37,4893.37,7
4733.13,5733.13,8
1069.45,2069.45,3
4055.98,5055.98,9
2802.02,3802.02,9
8459.60,9459.60,6
7004.57,8004.57,1
8609.50,9609.50,7
933.19,1933.19,8
2692.68,3692.68,5
7402.19,8402.19,8
4752.68,5752.68,9
345.71,1345.71,6
1239.15,2239.15,4
8524.29,9524.29,8
1319.85,2319.85,7
3914.89,4914.89,3
4375.86,5375.86,4
3773.30,4773.30,1
6973.29,7973.29,8
383.09,1383.09,8
2413.17,3413.17,1
8135.27,9135.27,7
5221.31,6221.31,7
6097.33,7097.33,1
8487.49,9487.49,4
2214.76,3214.76,1
5869.32,6869.32,5
3857.81,4857.81,10
8375.61,9375.61,6
5280.74,6280.74,5
8763.53,9763.53,8
8239.58,9239.58,5
459.02,1459.02,5
3713.68,4713.68,2
8907.28,9907.28,7
4179.11,5179.11,4
5432.14,6432.14,8
650.01,1650.01,4
2716.61,3716.61,4
2875.69,3875.69,1
1924.98,2924.98,6
103.76,1103.76,8
6464.29,7464.29,1
5652.56,6652.56,1
7989.83,8989.83,7
8842.76,9842.76,4
3204.68,4204.68,2
4285.60,5285.60,1
8832.68,9832.68,9
8296.73,9296.73,3
5523.96,6523.96,9
5040.59,6040.59,1
8312.90,9312.90,4
1555.75,2555.75,10
2904.28,3904.28,9
4787.76,5787.76,3
3509.00,4509.00,2
4412.18,5412.18,7
894.03,1894.03,4
7781.44,8781.44,3
3080.70,4080.70,7
4530.55,5530.55,1
441.16,1441.16,9
4120.60,5120.60,7
4637.66,5637.66,8
3373.08,4373.08,2
2958.33,3958.33,7
6333.16,7333.16,10
7848.67,8848.67,8
4931.54,5931.54,4
2968.93,3968.93,2
3665.53,4665.53,6
5449.27,6449.27,1
1636.72,2636.72,10
1534.88,2534.88,10
6392.07,7392.07,5
8595.56,9595.56,9
8847.95,9847.95,8
8332.29,9332.29,8
8092.87,9092.87,6
4493.80,5493.80,7
1927.10,2927.10,1
2940.63,3940.63,10
8360.48,9360.48,9
3842.52,4842.52,10
1231.74,2231.74,5
1104.91,2104.91,7
3685.40,4685.40,8
3151.15,4151.15,6
6124.96,7124.96,5
5860.06,6860.06,8
2408.73,3408.73,4
4349.73,5349.73,1
6795.04,7795.04,8
4148.83,5148.83,6
8110.52,9110.52,10
8540.41,9540.41,5
855.19,1855.19,2
7081.00,8081.00,4
2789.67,3789.67,7
7135.69,8135.69,7
4196.75,5196.75,6
7167.16,8167.16,10
7772.52,8772.52,6
1712.16,2712.16,6
2789.19,3789.19,4
4595.21,5595.21,10
2721.23,3721.23,2
6522.19,7522.19,4
6247.01,7247.01,6
1015.98,2015.98,1
5080.38,6080.38,5
3950.27,4950.27,6
6250.85,7250.85,6
5965.12,6965.12,10
6153.46,7153.46,8
2085.05,3085.05,5
7851.60,8851.60,4
4303.89,5303.89,4
4014.65,5014.65,5
6671.20,7671.20,3
3379.82,4379.82,3
2229.61,3229.61,5
6081.38,7081.38,9
8785.65,9785.65,7
7005.19,8005.19,4
2039.36,3039.36,3
8268.32,9268.32,1
8788.13,9788.13,4
1864.73,2864.73,2
1962.98,2962.98,2
1753.27,2753.27,6
7173.16,8173.16,3
5323.07,6323.07,5
7785.80,8785.80,4
1971.98,2971.98,9
1506.60,2506.60,8
2111.41,3111.41,3
5410.60,6410.60,5
6156.28,7156.28,3
5379.94,6379.94,4
8375.31,9375.31,6
2953.74,3953.74,4
4592.83,5592.83,5
2334.87,3334.87,3
7657.41,8657.41,5
8903.16,9903.16,1
3537.45,4537.45,1
1684.52,2684.52,2
5455.58,6455.58,3
496.75,1496.75,2
19.73,1019.73,10
6629.17,7629.17,9
5684.33,6684.33,3
8998.39,9998.39,6
1437.54,2437.54,3
4687.11,5687.11,5
1378.70,2378.70,10
8384.39,9384.39,1
5113.32,6113.32,3
4248.34,5248.34,9
8613.07,9613.07,1
1015.07,2015.07,9
7778.93,8778.93,9
1631.67,2631.67,3
3456.58,4456.58,2
3800.75,4800.75,2
1110.28,2110.28,4
1866.17,2866.17,9
8994.86,9994.86,5
2808.69,3808.69,7
3955.88,4955.88,8
7116.89,8116.89,4
1951.88,2951.88,3
2060.83,3060.83,1
8225.23,9225.23,9
182.14,1182.14,6
4231.88,5231.88,2
1791.33,2791.33,6
5626.42,6626.42,7
3364.72,4364.72,4
8051.61,9051.61,7
4750.00,5750.00,7
7591.48,8591.48,2
682.50,1682.50,10
6076.86,7076.86,10
6320.55,7320.55,4
5000.02,6000.02,2
4361.17,5361.17,4
3739.87,4739.87,1
2572.95,3572.95,7
323.27,1323.27,10
7733.18,8733.18,7
8369.13,9369.13,7
1672.82,2672.82,4
6853.42,7853.42,8
1547.82,2547.82,1
4879.79,5879.79,10
2848.97,3848.97,4
8967.91,9967.91,5
8635.07,9635.07,3
2067.90,3067.90,2
5876.61,6876.61,1
2289.40,3289.40,9
5325.91,6325.91,7
1338.83,2338.83,8
5509.22,6509.22,4
8944.82,9944.82,6
2839.33,3839.33,1
2339.11,3339.11,2
7708.56,8708.56,2
379.33,1379.33,6
2436.28,3436.28,5
8110.00,9110.00,8
839.27,1839.27,2
5741.80,6741.80,4
5806.47,6806.47,6
3242.84,4242.84,10
4153.24,5153.24,6
6299.68,7299.68,2
6299.32,7299.32,4
3093.45,4093.45,10
2066.93,3066.93,7
655.08,1655.08,2
4998.17,5998.17,10
8451.63,9451.63,5
8592.87,9592.87,8
4386.75,5386.75,2
637.89,1637.89,5
3508.32,4508.32,10
220.15,1220.15,10
6720.30,7720.30,5
5214.01,6214.01,10
407.80,1407.80,10
6927.82,7927.82,4
8690.41,9690.41,9
5164.72,6164.72,5
8804.55,9804.55,4
5474.19,6474.19,1
3185.61,4185.61,3
927.94,1927.94,6
3399.18,4399.18,3
732.17,1732.17,5
1109.28,2109.28,2
6791.98,7791.98,4
2437.13,3437.13,7
1469.53,2469.53,9
2425.82,3425.82,2
7440.38,8440.38,3
8197.52,9197.52,6
8420.59,9420.59,8
6033.99,7033.99,9
8716.73,9716.73,3
1952.37,2952.37,1
813.69,1813.69,1
5588.23,6588.23,10
541.75,1541.75,10
5162.77,6162.77,5
7243.67,8243.67,8
3613.98,4613.98,6
8849.87,9849.87,3
5516.47,6516.47,5
2180.37,3180.37,1
496.24,1496.24,7
6981.74,7981.74,10
69.09,1069.09,10
2738.33,3738.33,1
3295.25,4295.25,8
2389.38,3389.38,4
8290.98,9290.98,8
6087.90,7087.90,2
2415.64,3415.64,6
8356.22,9356.22,3
3354.28,4354.28,1
6038.39,7038.39,6
152.78,1152.78,7
3890.35,4890.35,2
927.92,1927.92,2
6577.23,7577.23,8
4211.59,5211.59,9
1059.61,2059.61,9
4035.00,5035.00,6
6197.28,7197.28,3
4760.69,5760.69,1
6954.80,7954.80,9
4919.36,5919.36,1
2615.65,3615.65,10
1190.85,2190.85,3
1705.57,2705.57,1
8163.38,9163.38,8
390.83,1390.83,5
907.00,1907.00,2
5653.64,6653.64,3
7591.71,8591.71,2
8127.87,9127.87,7
6534.00,7534.00,9
7892.47,8892.47,10
5428.43,6428.43,5
5552.60,6552.60,10
2366.83,3366.83,10
7000.94,8000.94,4
6184.60,7184.60,1
8099.99,9099.99,5
3676.84,4676.84,2
382.32,1382.32,4
327.01,1327.01,7
8647.51,9647.51,4
199.18,1199.18,6
7227.60,8227.60,8
4697.30,5697.30,10
8214.65,9214.65,1
2297.58,3297.58,2
4673.31,5673.31,4
7243.85,8243.85,6
1411.68,2411.68,8
626.67,1626.67,1
6247.04,7247.04,10
7022.52,8022.52,7
956.92,1956.92,6
708.39,1708.39,9
8575.61,9575.61,1
7789.32,8789.32,8
3976.99,4976.99,1
2496.58,3496.58,4
6569.58,7569.58,6
5318.08,6318.08,6
