value1,value2,riskMin
3094.29,4094.29,1
4603.01,5603.01,4
5936.12,6936.12,10
1859.24,2859.24,10
539.66,1539.66,4
4411.94,5411.94,3
8689.78,9689.78,10
8232.77,9232.77,2
3792.01,4792.01,4
1471.38,2471.38,10
7375.50,8375.50,9
5329.97,6329.97,2
6794.70,7794.70,3
3311.39,4311.39,8
6679.02,7679.02,10
3606.90,4606.90,10
2557.02,3557.02,8
3271.93,4271.93,2
2746.82,3746.82,2
4168.27,5168.27,9
7395.97,8395.97,3
4099.15,5099.15,10
2421.39,3421.39,7
8935.97,9935.97,3
4244.43,5244.43,4
2678.59,3678.59,8
7254.62,8254.62,7
4966.72,5966.72,8
7375.09,8375.09,8
2779.52,3779.52,3
1634.47,2634.47,8
2618.32,3618.32,5
6728.76,7728.76,10
1189.57,2189.57,10
7961.73,8961.73,1
1985.75,2985.75,6
4488.02,5488.02,9
7759.98,8759.98,9
6999.71,7999.71,6
672.52,1672.52,10
2775.02,3775.02,1
5945.71,6945.71,2
8079.30,9079.30,9
4525.03,5525.03,5
846.20,1846.20,2
430.79,1430.79,7
1488.68,2488.68,8
4295.99,5295.99,1
6922.16,7922.16,10
3383.41,4383.41,1
2992.50,3992.50,9
4281.86,5281.86,10
5642.43,6642.43,9
8026.41,9026.41,10
8317.27,9317.27,2
2125.22,3125.22,4
3932.50,4932.50,7
1260.29,2260.29,3
8584.46,9584.46,9
4118.96,5118.96,7
7970.68,8970.68,10
7496.31,8496.31,5
4970.10,5970.10,3
4290.71,5290.71,9
3650.62,4650.62,4
4088.13,5088.13,7
8390.72,9390.72,7
6185.47,7185.47,3
2951.36,3951.36,3
7469.61,8469.61,1
8253.68,9253.68,9
6864.71,7864.71,1
3499.20,4499.20,4
3474.10,4474.10,1
4430.05,5430.05,9
7073.29,8073.29,8
5178.80,6178.80,2
3222.71,4222.71,5
8697.11,9697.11,6
3523.71,4523.71,8
8316.73,9316.73,10
4305.34,5305.34,5
5214.58,6214.58,6
3649.68,4649.68,10
3907.31,4907.31,10
5853.47,6853.47,8
823.55,1823.55,2
1189.54,2189.54,3
5813.24,6813.24,6
4115.52,5115.52,3
5443.39,6443.39,3
383.35,1383.35,8
4385.47,5385.47,8
4627.80,5627.80,9
6863.29,7863.29,3
7074.56,8074.56,7
6585.33,7585.33,5
2344.17,3344.17,5
4228.06,5228.06,3
376.86,1376.86,1
2334.89,3334.89,5
6696.17,7696.17,7
3370.79,4370.79,5
935.93,1935.93,3
3390.63,4390.63,9
7540.08,8540.08,2
7387.56,8387.56,4
2932.52,3932.52,4
6750.68,7750.68,2
5077.86,6077.86,2
5943.78,6943.78,6
6442.88,7442.88,10
2234.12,3234.12,8
2869.95,3869.95,5
7381.90,8381.90,10
3311.93,4311.93,2
6975.05,7975.05,8
5979.38,6979.38,4
4821.11,5821.11,9
7378.02,8378.02,4
2765.26,3765.26,5
4571.62,5571.62,3
5829.80,6829.80,6
3400.91,4400.91,10
363.79,1363.79,5
2151.41,3151.41,5
7559.35,8559.35,10
3930.05,4930.05,5
1524.90,2524.90,4
2238.33,3238.33,5
4275.66,5275.66,1
5262.42,6262.42,1
1827.10,2827.10,10
95.20,1095.20,3
1254.41,2254.41,10
589.99,1589.99,5
2714.57,3714.57,9
36.26,1036.26,6
6934.40,7934.40,4
8048.88,9048.88,3
3082.19,4082.19,7
4504.12,5504.12,8
4885.01,5885.01,2
5136.87,6136.87,6
7388.36,8388.36,6
142.22,1142.22,6
4549.94,5549.94,1
453.82,1453.82,7
2604.12,3604.12,2
7370.47,8370.47,9
3308.77,4308.77,1
890.88,1890.88,4
4289.11,5289.11,1
5841.61,6841.61,6
1254.18,2254.18,4
6808.96,7808.96,8
1004.85,2004.85,3
8700.03,9700.03,3
4239.79,5239.79,7
6823.44,7823.44,3
4965.26,5965.26,6
8848.89,9848.89,3
1408.09,2408.09,3
78.97,1078.97,5
6907.19,7907.19,7
758.43,1758.43,6
1177.75,2177.75,1
6243.40,7243.40,3
8313.81,9313.81,2
3503.59,4503.59,3
3844.73,4844.73,10
1369.79,2369.79,2
4311.05,5311.05,6
2223.60,3223.60,5
4744.53,5744.53,1
627.14,1627.14,4
3297.27,4297.27,2
6554.53,7554.53,4
6716.63,7716.63,3
8149.94,9149.94,6
6973.85,7973.85,9
2537.45,3537.45,7
1212.76,2212.76,1
2727.78,3727.78,9
3278.87,4278.87,10
8273.12,9273.12,7
5275.69,6275.69,2
7185.63,8185.63,7
3444.98,4444.98,5
6137.64,7137.64,9
6184.22,7184.22,5
6385.03,7385.03,7
2210.05,3210.05,3
8633.72,9633.72,7
3383.47,4383.47,9
1211.11,2211.11,2
2106.37,3106.37,10
106.84,1106.84,9
7392.13,8392.13,2
4461.63,5461.63,7
2788.48,3788.48,7
265.09,1265.09,6
4363.37,5363.37,6
6595.11,7595.11,1
6876.53,7876.53,2
2101.88,3101.88,7
461.82,1461.82,2
7056.56,8056.56,8
7681.94,8681.94,8
810.98,1810.98,10
4963.34,5963.34,3
2721.92,3721.92,7
4135.21,5135.21,2
1219.40,2219.40,2
3168.75,4168.75,10
587.05,1587.05,4
4985.08,5985.08,1
3241.94,4241.94,2
7698.71,8698.71,7
3482.71,4482.71,9
1918.75,2918.75,7
4717.01,5717.01,4
3280.03,4280.03,1
1492.86,2492.86,7
5240.85,6240.85,6
2531.90,3531.90,8
689.49,1689.49,8
3168.02,4168.02,5
4523.13,5523.13,2
240.70,1240.70,2
457.84,1457.84,4
4196.10,5196.10,7
617.25,1617.25,4
8954.17,9954.17,2
295.02,1295.02,8
8166.66,9166.66,6
6332.55,7332.55,8
2409.16,3409.16,7
4938.03,5938.03,4
6548.52,7548.52,7
1182.65,2182.65,7
61.15,1061.15,9
7380.96,8380.96,9
1209.30,2209.30,5
8965.53,9965.53,10
7274.87,8274.87,1
8776.64,9776.64,8
4315.51,5315.51,10
5669.21,6669.21,4
5190.11,6190.11,8
1929.63,2929.63,1
8446.77,9446.77,3
2698.98,3698.98,8
5319.41,6319.41,10
379.60,1379.60,3
4282.19,5282.19,10
653.78,1653.78,4
4084.68,5084.68,1
1924.61,2924.61,7
2423.49,3423.49,3
4592.33,5592.33,9
6246.71,7246.71,3
4797.76,5797.76,4
2322.03,3322.03,9
6719.86,7719.86,10
7937.42,8937.42,3
2003.60,3003.60,9
2995.91,3995.91,1
8789.66,9789.66,7
8913.52,9913.52,8
8879.58,9879.58,9
3241.80,4241.80,8
891.19,1891.19,3
2843.46,3843.46,3
5281.17,6281.17,2
3453.77,4453.77,7
6127.04,7127.04,7
7280.03,8280.03,6
2827.89,3827.89,6
1409.22,2409.22,2
6449.37,7449.37,2
308.44,1308.44,2
8993.83,9993.83,10
4528.54,5528.54,10
8415.73,9415.73,6
8276.36,9276.36,7
5005.24,6005.24,9
7080.79,8080.79,1
8162.53,9162.53,7
7076.15,8076.15,5
6214.44,7214.44,4
619.27,1619.27,3
5608.28,6608.28,5
962.07,1962.07,2
4973.53,5973.53,2
8977.03,9977.03,5
7961.18,8961.18,2
7131.99,8131.99,2
2821.75,3821.75,3
3430.08,4430.08,6
485.93,1485.93,2
2306.18,3306.18,4
8739.39,9739.39,5
1001.23,2001.23,7
8199.57,9199.57,5
7298.01,8298.01,1
192.92,1192.92,6
1296.63,2296.63,8
3529.42,4529.42,5
2333.76,3333.76,1
8005.59,9005.59,9
6064.99,7064.99,8
3837.57,4837.57,4
5363.69,6363.69,8
3712.73,4712.73,2
1780.58,2780.58,5
3254.10,4254.10,8
1273.39,2273.39,2
8901.80,9901.80,7
5769.99,6769.99,8
2167.79,3167.79,1
8193.36,9193.36,4
7163.19,8163.19,5
631.70,1631.70,1
4501.65,5501.65,1
5695.71,6695.71,7
3184.42,4184.42,5
2200.44,3200.44,4
2096.58,3096.58,2
2717.46,3717.46,4
5370.55,6370.55,5
4956.39,5956.39,4
5986.74,6986.74,4
8458.77,9458.77,8
8255.83,9255.83,3
8304.14,9304.14,1
6465.17,7465.17,8
1149.00,2149.00,4
6143.96,7143.96,3
5389.54,6389.54,7
6796.12,7796.12,3
6569.84,7569.84,1
6557.15,7557.15,3
8282.57,9282.57,8
6468.32,7468.32,10
7170.18,8170.18,3
8541.05,9541.05,4
4243.26,5243.26,1
6530.99,7530.99,3
2835.89,3835.89,1
3936.86,4936.86,8
3071.51,4071.51,4
6893.07,7893.07,7
8205.93,9205.93,7
5840.39,6840.39,7
1.61,1001.61,2
8370.35,9370.35,7
6406.40,7406.40,3
6488.89,7488.89,5
5373.54,6373.54,6
5658.74,6658.74,2
8242.25,9242.25,9
6289.29,7289.29,7
4144.70,5144.70,9
5513.51,6513.51,7
6012.68,7012.68,9
7089.27,8089.27,10
2802.61,3802.61,8
3992.25,4992.25,6
8956.61,9956.61,10
4727.60,5727.60,10
4118.58,5118.58,3
234.74,1234.74,2
7876.21,8876.21,4
5439.67,6439.67,4
7517.78,8517.78,6
1518.61,2518.61,6
3205.98,4205.98,6
8564.24,9564.24,3
6318.96,7318.96,4
1150.79,2150.79,10
3896.91,4896.91,2
848.69,1848.69,1
5260.05,6260.05,2
586.94,1586.94,8
5165.27,6165.27,1
1302.70,2302.70,5
4227.47,5227.47,5
1264.28,2264.28,5
1838.08,2838.08,6
2248.73,3248.73,7
3960.44,4960.44,5
285.90,1285.90,4
4624.57,5624.57,10
6875.50,7875.50,3
8328.38,9328.38,9
3901.29,4901.29,4
8800.42,9800.42,10
8056.29,9056.29,1
4061.42,5061.42,5
829.94,1829.94,6
3138.47,4138.47,2
1454.62,2454.62,6
3141.58,4141.58,3
1811.22,2811.22,3
3321.14,4321.14,6
6437.92,7437.92,5
386.26,1386.26,8
1319.36,2319.36,8
3873.64,4873.64,6
7156.00,8156.00,1
5634.63,6634.63,5
2439.90,3439.90,6
947.05,1947.05,2
1341.72,2341.72,5
7801.76,8801.76,8
2291.72,3291.72,10
2123.31,3123.31,2
8150.84,9150.84,1
1421.92,2421.92,7
723.99,1723.99,4
7112.00,8112.00,5
7295.93,8295.93,2
3049.79,4049.79,7
1991.43,2991.43,4
2547.92,3547.92,8
135.07,1135.07,9
5523.46,6523.46,10
3685.25,4685.25,3
3598.98,4598.98,3
2461.56,3461.56,10
6971.88,7971.88,2
886.54,1886.54,2
7260.67,8260.67,1
7890.32,8890.32,9
6038.70,7038.70,5
7627.93,8627.93,6
5786.52,6786.52,10
2755.05,3755.05,7
7918.14,8918.14,2
3658.24,4658.24,6
905.39,1905.39,9
1796.03,2796.03,4
892.56,1892.56,4
1860.22,2860.22,6
8266.37,9266.37,5
29.82,1029.82,2
1418.33,2418.33,5
3678.46,4678.46,2
6870.74,7870.74,1
6621.79,7621.79,5
1831.43,2831.43,9
1573.25,2573.25,7
8276.08,9276.08,4
6322.19,7322.19,10
5197.34,6197.34,8
5874.91,6874.91,8
5751.05,6751.05,1
1742.54,2742.54,5
7086.07,8086.07,3
3816.19,4816.19,5
8715.26,9715.26,6
1027.41,2027.41,1
5341.40,6341.40,8
1860.30,2860.30,10
98.26,1098.26,5
8076.71,9076.71,3
3576.32,4576.32,4
1405.74,2405.74,4
8308.19,9308.19,6
6575.88,7575.88,10
2863.40,3863.40,8
5273.89,6273.89,6
5412.96,6412.96,8
1547.91,2547.91,2
6209.46,7209.46,5
6101.53,7101.53,1
8738.31,9738.31,1
2727.12,3727.12,2
3077.02,4077.02,8
2448.45,3448.45,1
1194.77,2194.77,1
716.02,1716.02,1
2719.41,3719.41,7
465.58,1465.58,7
7311.23,8311.23,7
8991.01,9991.01,7
3069.16,4069.16,5
8774.53,9774.53,4
5712.56,6712.56,8
3411.58,4411.58,8
5608.18,6608.18,4
1504.76,2504.76,4
5903.54,6903.54,9
6920.97,7920.97,3
2158.83,3158.83,6
3486.57,4486.57,10
2965.26,3965.26,9
3739.91,4739.91,1
3084.23,4084.23,3
6469.92,7469.92,1
623.25,1623.25,4
4102.90,5102.90,3
2548.03,3548.03,4
1041.59,2041.59,6
7081.88,8081.88,4
697.09,1697.09,6
5443.86,6443.86,6
5052.79,6052.79,10
745.65,1745.65,1
2586.54,3586.54,3
8406.36,9406.36,1
6801.07,7801.07,9
1156.48,2156.48,3
8859.97,9859.97,6
112.44,1112.44,6
6684.53,7684.53,3
94.63,1094.63,2
5272.58,6272.58,4
385.72,1385.72,8
6360.95,7360.95,6
3229.89,4229.89,10
6175.57,7175.57,9
5551.56,6551.56,10
1694.80,2694.80,1
2114.93,3114.93,9
7379.06,8379.06,4
2035.57,3035.57,8
2601.40,3601.40,9
3814.32,4814.32,8
7782.66,8782.66,7
3446.05,4446.05,2
4739.99,5739.99,6
6424.41,7424.41,5
4564.89,5564.89,5
7781.01,8781.01,3
350.25,1350.25,6
3010.27,4010.27,9
3049.14,4049.14,7
4011.69,5011.69,5
8152.27,9152.27,10
1648.53,2648.53,5
8585.97,9585.97,9
5037.68,6037.68,2
6468.08,7468.08,3
5887.63,6887.63,9
603.65,1603.65,9
6909.93,7909.93,9
7698.07,8698.07,7
8820.20,9820.20,7
3501.17,4501.17,6
2666.75,3666.75,5
5172.54,6172.54,8
7393.03,8393.03,8
3078.37,4078.37,1
5120.13,6120.13,2
2665.40,3665.40,10
578.91,1578.91,6
6430.65,7430.65,1
8322.52,9322.52,10
6521.47,7521.47,5
1605.74,2605.74,1
8561.98,9561.98,4
1202.99,2202.99,10
6223.48,7223.48,5
1821.43,2821.43,7
7698.22,8698.22,6
8312.03,9312.03,3
2170.92,3170.92,4
1692.28,2692.28,3
2388.02,3388.02,9
2690.27,3690.27,5
616.71,1616.71,8
3344.46,4344.46,3
4862.09,5862.09,8
6372.43,7372.43,3
4814.24,5814.24,4
1407.07,2407.07,10
8853.39,9853.39,4
856.93,1856.93,3
1966.75,2966.75,1
2375.94,3375.94,1
2655.30,3655.30,7
276.83,1276.83,4
92.04,1092.04,7
7452.55,8452.55,3
5775.27,6775.27,3
5870.46,6870.46,7
7261.99,8261.99,1
2716.87,3716.87,4
4217.08,5217.08,3
2402.77,3402.77,9
6240.48,7240.48,5
4446.19,5446.19,4
8452.03,9452.03,3
5270.81,6270.81,6
3513.52,4513.52,9
7509.50,8509.50,4
2200.81,3200.81,10
5339.99,6339.99,6
5316.60,6316.60,5
6645.91,7645.91,9
4594.65,5594.65,10
5910.47,6910.47,8
4049.30,5049.30,1
1410.39,2410.39,1
7391.88,8391.88,9
2275.24,3275.24,6
8504.47,9504.47,4
5956.63,6956.63,7
8139.74,9139.74,1
4880.32,5880.32,9
4505.78,5505.78,4
6178.40,7178.40,3
2360.49,3360.49,10
2271.82,3271.82,9
2764.62,3764.62,10
3082.32,4082.32,9
2544.02,3544.02,5
560.65,1560.65,8
1256.30,2256.30,1
387.64,1387.64,6
8409.81,9409.81,10
8660.03,9660.03,6
3941.98,4941.98,9
3996.83,4996.83,6
6192.10,7192.10,7
1770.16,2770.16,9
4790.48,5790.48,9
8144.71,9144.71,8
8658.72,9658.72,2
1572.32,2572.32,1
4393.56,5393.56,9
2185.51,3185.51,5
5925.52,6925.52,7
6037.22,7037.22,1
2926.57,3926.57,5
3326.80,4326.80,4
6521.74,7521.74,9
2192.83,3192.83,6
6237.28,7237.28,8
8356.55,9356.55,8
4420.56,5420.56,4
7288.23,8288.23,1
2701.07,3701.07,2
964.16,1964.16,1
1114.73,2114.73,9
8546.06,9546.06,4
8457.32,9457.32,5
7536.72,8536.72,4
5206.10,6206.10,1
6737.45,7737.45,5
2335.19,3335.19,8
7965.17,8965.17,8
1225.95,2225.95,1
6622.95,7622.95,9
328.51,1328.51,4
2651.04,3651.04,10
8519.74,9519.74,2
8470.15,9470.15,8
5827.37,6827.37,8
426.55,1426.55,10
445.43,1445.43,3
8335.04,9335.04,10
2943.93,3943.93,3
8838.71,9838.71,3
3951.51,4951.51,9
2138.25,3138.25,5
2464.23,3464.23,1
2283.80,3283.80,8
6844.30,7844.30,2
4198.58,5198.58,9
4044.71,5044.71,10
1880.44,2880.44,7
7919.24,8919.24,10
5332.76,6332.76,6
1879.16,2879.16,1
2038.34,3038.34,1
5236.52,6236.52,3
5780.30,6780.30,8
4859.98,5859.98,7
1202.32,2202.32,7
458.12,1458.12,2
6561.69,7561.69,3
4218.45,5218.45,10
3748.11,4748.11,4
1541.33,2541.33,6
785.13,1785.13,9
267.22,1267.22,8
7981.62,8981.62,4
3589.08,4589.08,8
7345.17,8345.17,8
4499.23,5499.23,9
3387.45,4387.45,3
4093.72,5093.72,9
2233.64,3233.64,7
3279.84,4279.84,1
5907.91,6907.91,9
656.87,1656.87,6
3741.20,4741.20,4
6361.86,7361.86,1
2069.32,3069.32,1
6922.90,7922.90,2
2463.04,3463.04,5
4658.60,5658.60,10
1149.84,2149.84,1
1498.09,2498.09,4
5635.95,6635.95,1
3130.99,4130.99,6
8480.08,9480.08,5
8035.64,9035.64,7
690.45,1690.45,7
327.46,1327.46,10
2044.15,3044.15,5
8113.32,9113.32,10
4371.92,5371.92,9
405.44,1405.44,6
1201.51,2201.51,1
1601.36,2601.36,6
600.90,1600.90,7
5251.88,6251.88,5
7957.63,8957.63,6
8674.30,9674.30,5
2745.06,3745.06,4
8296.42,9296.42,3
8389.27,9389.27,4
5640.28,6640.28,1
6864.69,7864.69,6
4508.89,5508.89,6
4676.31,5676.31,9
2198.34,3198.34,10
6078.87,7078.87,9
8926.58,9926.58,6
7539.26,8539.26,8
4363.66,5363.66,8
1650.09,2650.09,2
7443.31,8443.31,10
1548.18,2548.18,6
8066.85,9066.85,8
3979.09,4979.09,5
7889.66,8889.66,9
6805.19,7805.19,3
6706.57,7706.57,9
5077.17,6077.17,5
4063.36,5063.36,7
5446.53,6446.53,3
7753.32,8753.32,3
8486.44,9486.44,4
2050.71,3050.71,1
2530.51,3530.51,9
7829.39,8829.39,10
5157.00,6157.00,7
6181.29,7181.29,3
3430.59,4430.59,7
7658.23,8658.23,1
2678.49,3678.49,4
3341.77,4341.77,1
8326.94,9326.94,9
442.94,1442.94,2
7078.27,8078.27,5
4251.01,5251.01,10
6758.45,7758.45,7
1824.44,2824.44,7
4322.91,5322.91,10
6075.55,7075.55,10
3169.72,4169.72,9
3735.26,4735.26,9
6738.95,7738.95,7
6394.83,7394.83,8
2654.37,3654.37,2
526.44,1526.44,9
2955.25,3955.25,9
8762.08,9762.08,9
6585.70,7585.70,10
7444.50,8444.50,8
4176.09,5176.09,8
7745.10,8745.10,4
4948.35,5948.35,2
8289.95,9289.95,2
4743.50,5743.50,5
468.46,1468.46,1
1086.04,2086.04,4
1232.87,2232.87,8
6019.89,7019.89,10
7954.09,8954.09,2
3390.40,4390.40,5
7806.10,8806.10,7
8709.71,9709.71,5
6411.69,7411.69,4
2539.06,3539.06,9
1970.54,2970.54,6
6291.19,7291.19,8
8546.80,9546.80,1
5095.35,6095.35,4
4454.88,5454.88,8
6305.64,7305.64,9
2717.40,3717.40,8
5191.27,6191.27,6
4836.41,5836.41,2
1771.95,2771.95,2
8706.33,9706.33,2
1195.92,2195.92,5
747.74,1747.74,1
8985.13,9985.13,10
7114.48,8114.48,5
4526.47,5526.47,6
5284.11,6284.11,10
2808.98,3808.98,8
90.42,1090.42,6
8372.92,9372.92,2
3937.27,4937.27,5
7279.89,8279.89,6
4765.92,5765.92,4
1102.65,2102.65,9
1907.07,2907.07,6
3758.97,4758.97,8
380.00,1380.00,4
5490.64,6490.64,2
4324.53,5324.53,1
968.49,1968.49,8
6461.16,7461.16,9
8925.52,9925.52,7
5065.46,6065.46,3
6350.95,7350.95,7
457.18,1457.18,5
5094.05,6094.05,9
7420.19,8420.19,6
3230.30,4230.30,7
3012.63,4012.63,10
2805.17,3805.17,6
2810.86,3810.86,3
3028.08,4028.08,4
6400.05,7400.05,10
3021.53,4021.53,3
3085.66,4085.66,10
4196.20,5196.20,8
7911.87,8911.87,10
7498.92,8498.92,2
6160.89,7160.89,9
835.60,1835.60,8
865.29,1865.29,1
8852.40,9852.40,3
1093.76,2093.76,2
2047.68,3047.68,4
6105.70,7105.70,3
5268.26,6268.26,10
8136.51,9136.51,9
6645.46,7645.46,10
5907.42,6907.42,5
2343.48,3343.48,10
1205.58,2205.58,4
3773.38,4773.38,2
7152.63,8152.63,6
6772.20,7772.20,9
7178.87,8178.87,4
4450.51,5450.51,3
6854.54,7854.54,9
7411.83,8411.83,6
4861.43,5861.43,5
1869.43,2869.43,5
6012.79,7012.79,4
8981.75,9981.75,1
4610.21,5610.21,6
2122.31,3122.31,4
4525.64,5525.64,2
4593.26,5593.26,4
5928.28,6928.28,9
5665.07,6665.07,6
5311.39,6311.39,10
2031.66,3031.66,10
5695.17,6695.17,2
1406.32,2406.32,4
1833.20,2833.20,7
5246.65,6246.65,8
3634.62,4634.62,9
3569.41,4569.41,4
8096.91,9096.91,8
1625.97,2625.97,1
3594.00,4594.00,2
7027.19,8027.19,5
1667.51,2667.51,7
84.10,1084.10,5
2855.97,3855.97,4
2368.27,3368.27,4
3888.83,4888.83,4
3782.69,4782.69,9
2078.53,3078.53,10
2593.87,3593.87,10
6905.24,7905.24,7
1884.84,2884.84,8
2290.13,3290.13,1
5751.67,6751.67,9
2178.68,3178.68,1
