id,value,risk
735,9926.60,1
736,9926.50,9
737,9926.40,3
738,9926.30,4
739,9926.20,9
740,9926.10,9
741,9926.00,8
742,9925.90,5
743,9925.80,9
744,9925.70,1
745,9925.60,10
746,9925.50,3
747,9925.40,9
748,9925.30,10
749,9925.20,9
750,9925.10,10
751,9925.00,7
752,9924.90,5
753,9924.80,7
754,9924.70,7
755,9924.60,4
756,9924.50,2
757,9924.40,10
758,9924.30,8
759,9924.20,10
760,9924.10,8
761,9924.00,5
762,9923.90,10
763,9923.80,3
764,9923.70,4
765,9923.60,4
766,9923.50,1
767,9923.40,5
768,9923.30,7
769,9923.20,10
770,9923.10,1
771,9923.00,5
772,9922.90,2
773,9922.80,1
774,9922.70,6
775,9922.60,8
776,9922.50,8
777,9922.40,10
778,9922.30,1
779,9922.20,8
780,9922.10,10
781,9922.00,6
782,9921.90,7
783,9921.80,10
784,9921.70,7
785,9921.60,1
786,9921.50,2
787,9921.40,10
788,9921.30,10
789,9921.20,1
790,9921.10,10
791,9921.00,9
792,9920.90,7
793,9920.80,3
794,9920.70,3
795,9920.60,4
796,9920.50,5
797,9920.40,8
798,9920.30,3
799,9920.20,1
800,9920.10,7
801,9920.00,6
802,9919.90,2
803,9919.80,10
804,9919.70,7
805,9919.60,2
806,9919.50,1
807,9919.40,2
808,9919.30,3
809,9919.20,7
810,9919.10,4
811,9919.00,1
812,9918.90,2
813,9918.80,4
814,9918.70,5
815,9918.60,7
816,9918.50,6
817,9918.40,3
818,9918.30,6
819,9918.20,7
820,9918.10,5
821,9918.00,8
822,9917.90,4
823,9917.80,2
824,9917.70,4
825,9917.60,6
826,9917.50,2
827,9917.40,6
828,9917.30,2
829,9917.20,9
830,9917.10,2
831,9917.00,8
832,9916.90,9
833,9916.80,1
834,9916.70,10
835,9916.60,10
836,9916.50,9
837,9916.40,2
838,9916.30,1
839,9916.20,2
840,9916.10,2
841,9916.00,1
842,9915.90,3
843,9915.80,2
844,9915.70,6
845,9915.60,6
846,9915.50,9
847,9915.40,1
848,9915.30,10
849,9915.20,5
850,9915.10,3
851,9915.00,9
852,9914.90,1
853,9914.80,3
854,9914.70,9
855,9914.60,2
856,9914.50,6
857,9914.40,2
858,9914.30,3
859,9914.20,5
860,9914.10,4
861,9914.00,4
862,9913.90,2
863,9913.80,7
864,9913.70,5
865,9913.60,7
866,9913.50,1
867,9913.40,1
868,9913.30,1
869,9913.20,8
870,9913.10,8
871,9913.00,1
872,9912.90,10
873,9912.80,10
874,9912.70,7
875,9912.60,5
876,9912.50,7
877,9912.40,8
878,9912.30,8
879,9912.20,7
880,9912.10,5
881,9912.00,4
882,9911.90,10
883,9911.80,6
884,9911.70,3
885,9911.60,9
886,9911.50,4
887,9911.40,7
888,9911.30,6
889,9911.20,7
890,9911.10,5
891,9911.00,3
892,9910.90,3
893,9910.80,10
894,9910.70,4
895,9910.60,3
896,9910.50,3
897,9910.40,5
898,9910.30,9
899,9910.20,9
900,9910.10,2
901,9910.00,8
902,9909.90,5
903,9909.80,6
904,9909.70,8
905,9909.60,3
906,9909.50,2
907,9909.40,6
908,9909.30,10
909,9909.20,4
910,9909.10,2
911,9909.00,6
912,9908.90,7
913,9908.80,8
914,9908.70,2
915,9908.60,3
916,9908.50,1
917,9908.40,9
918,9908.30,3
919,9908.20,10
920,9908.10,4
921,9908.00,4
922,9907.90,8
923,9907.80,2
924,9907.70,6
925,9907.60,1
926,9907.50,1
927,9907.40,6
928,9907.30,7
929,9907.20,9
930,9907.10,1
931,9907.00,1
932,9906.90,5
933,9906.80,7
934,9906.70,9
935,9906.60,10
936,9906.50,9
937,9906.40,2
938,9906.30,6
939,9906.20,7
940,9906.10,2
941,9906.00,9
942,9905.90,3
943,9905.80,1
944,9905.70,1
945,9905.60,3
946,9905.50,9
947,9905.40,6
948,9905.30,5
949,9905.20,1
950,9905.10,10
951,9905.00,1
952,9904.90,10
953,9904.80,8
954,9904.70,4
955,9904.60,10
956,9904.50,3
957,9904.40,3
958,9904.30,9
959,9904.20,9
960,9904.10,6
961,9904.00,8
962,9903.90,5
963,9903.80,3
964,9903.70,4
965,9903.60,5
966,9903.50,8
967,9903.40,6
968,9903.30,6
969,9903.20,3
970,9903.10,1
971,9903.00,10
972,9902.90,6
973,9902.80,2
974,9902.70,1
975,9902.60,10
976,9902.50,2
977,9902.40,10
978,9902.30,7
979,9902.20,6
980,9902.10,8
981,9902.00,1
982,9901.90,9
983,9901.80,3
984,9901.70,5
985,9901.60,7
986,9901.50,5
987,9901.40,7
988,9901.30,10
989,9901.20,9
990,9901.10,9
991,9901.00,1
992,9900.90,8
993,9900.80,5
994,9900.70,3
995,9900.60,6
996,9900.50,2
997,9900.40,2
998,9900.30,3
999,9900.20,3
1000,9900.10,9
1001,9900.00,7
1002,9899.90,1
1003,9899.80,3
1004,9899.70,9
1005,9899.60,1
1006,9899.50,7
1007,9899.40,7
1008,9899.30,4
1009,9899.20,4
1010,9899.10,5
1011,9899.00,9
1012,9898.90,6
1013,9898.80,2
1014,9898.70,5
1015,9898.60,9
1016,9898.50,3
1017,9898.40,7
1018,9898.30,7
1019,9898.20,7
1020,9898.10,5
1021,9898.00,9
1022,9897.90,6
1023,9897.80,3
1024,9897.70,7
1025,9897.60,9
1026,9897.50,2
1027,9897.40,8
1028,9897.30,10
1029,9897.20,8
1030,9897.10,3
1031,9897.00,10
1032,9896.90,3
1033,9896.80,9
1034,9896.70,7
1035,9896.60,7
1036,9896.50,7
1037,9896.40,5
1038,9896.30,1
1039,9896.20,7
1040,9896.10,8
1041,9896.00,9
1042,9895.90,3
1043,9895.80,9
1044,9895.70,2
1045,9895.60,5
1046,9895.50,2
1047,9895.40,10
1048,9895.30,6
1049,9895.20,6
1050,9895.10,3
1051,9895.00,3
1052,9894.90,10
1053,9894.80,8
1054,9894.70,5
1055,9894.60,6
1056,9894.50,1
1057,9894.40,3
1058,9894.30,4
1059,9894.20,6
1060,9894.10,4
1061,9894.00,5
1062,9893.90,4
1063,9893.80,5
1064,9893.70,4
1065,9893.60,3
1066,9893.50,1
1067,9893.40,6
1068,9893.30,1
1069,9893.20,6
1070,9893.10,8
1071,9893.00,3
1072,9892.90,1
1073,9892.80,5
1074,9892.70,3
1075,9892.60,1
1076,9892.50,10
1077,9892.40,6
1078,9892.30,8
1079,9892.20,5
1080,9892.10,2
1081,9892.00,5
1082,9891.90,10
1083,9891.80,4
1084,9891.70,6
1085,9891.60,9
1086,9891.50,6
1087,9891.40,3
1088,9891.30,10
1089,9891.20,2
1090,9891.10,3
1091,9891.00,8
1092,9890.90,5
1093,9890.80,5
1094,9890.70,1
1095,9890.60,9
1096,9890.50,8
1097,9890.40,3
1098,9890.30,9
1099,9890.20,5
1100,9890.10,8
1101,9890.00,5
1102,9889.90,2
1103,9889.80,10
1104,9889.70,3
1105,9889.60,7
1106,9889.50,3
1107,9889.40,1
1108,9889.30,5
1109,9889.20,10
1110,9889.10,10
1111,9889.00,3
1112,9888.90,9
1113,9888.80,3
1114,9888.70,4
1115,9888.60,10
1116,9888.50,7
1117,9888.40,8
1118,9888.30,1
1119,9888.20,9
1120,9888.10,3
1121,9888.00,6
1122,9887.90,10
1123,9887.80,9
1124,9887.70,7
1125,9887.60,9
1126,9887.50,9
1127,9887.40,6
1128,9887.30,5
1129,9887.20,4
1130,9887.10,10
1131,9887.00,10
1132,9886.90,3
1133,9886.80,7
1134,9886.70,4
1135,9886.60,6
1136,9886.50,7
1137,9886.40,3
1138,9886.30,7
1139,9886.20,7
1140,9886.10,2
1141,9886.00,9
1142,9885.90,7
1143,9885.80,7
1144,9885.70,1
1145,9885.60,4
1146,9885.50,1
1147,9885.40,10
1148,9885.30,8
1149,9885.20,8
1150,9885.10,5
1151,9885.00,7
1152,9884.90,6
1153,9884.80,5
1154,9884.70,4
1155,9884.60,8
1156,9884.50,10
1157,9884.40,4
1158,9884.30,10
1159,9884.20,5
1160,9884.10,8
1161,9884.00,2
1162,9883.90,10
1163,9883.80,9
1164,9883.70,5
1165,9883.60,6
1166,9883.50,1
1167,9883.40,6
1168,9883.30,4
1169,9883.20,10
1170,9883.10,10
1171,9883.00,9
1172,9882.90,3
1173,9882.80,4
1174,9882.70,10
1175,9882.60,2
1176,9882.50,8
1177,9882.40,2
1178,9882.30,1
1179,9882.20,4
1180,9882.10,10
1181,9882.00,9
1182,9881.90,1
1183,9881.80,8
1184,9881.70,3
1185,9881.60,5
1186,9881.50,6
1187,9881.40,9
1188,9881.30,9
1189,9881.20,9
1190,9881.10,1
1191,9881.00,4
1192,9880.90,5
1193,9880.80,6
1194,9880.70,7
1195,9880.60,1
1196,9880.50,4
1197,9880.40,2
1198,9880.30,9
1199,9880.20,9
1200,9880.10,8
1201,9880.00,8
1202,9879.90,2
1203,9879.80,6
1204,9879.70,3
1205,9879.60,10
1206,9879.50,4
1207,9879.40,7
1208,9879.30,7
1209,9879.20,2
1210,9879.10,6
1211,9879.00,3
1212,9878.90,4
1213,9878.80,4
1214,9878.70,8
1215,9878.60,5
1216,9878.50,2
1217,9878.40,10
1218,9878.30,9
1219,9878.20,5
1220,9878.10,3
1221,9878.00,10
1222,9877.90,5
1223,9877.80,10
1224,9877.70,3
1225,9877.60,4
1226,9877.50,6
1227,9877.40,4
1228,9877.30,3
1229,9877.20,6
1230,9877.10,7
1231,9877.00,10
1232,9876.90,5
1233,9876.80,7
1234,9876.70,1
1235,9876.60,1
1236,9876.50,1
1237,9876.40,7
1238,9876.30,1
1239,9876.20,9
1240,9876.10,4
1241,9876.00,9
1242,9875.90,9
1243,9875.80,3
1244,9875.70,3
1245,9875.60,2
1246,9875.50,5
1247,9875.40,3
1248,9875.30,3
1249,9875.20,2
1250,9875.10,2
1251,9875.00,5
1252,9874.90,10
1253,9874.80,9
1254,9874.70,8
1255,9874.60,10
1256,9874.50,9
1257,9874.40,8
1258,9874.30,6
1259,9874.20,7
1260,9874.10,3
1261,9874.00,5
1262,9873.90,10
1263,9873.80,3
1264,9873.70,7
1265,9873.60,4
1266,9873.50,8
1267,9873.40,2
1268,9873.30,2
1269,9873.20,9
1270,9873.10,4
1271,9873.00,3
1272,9872.90,3
1273,9872.80,7
1274,9872.70,7
1275,9872.60,5
1276,9872.50,1
1277,9872.40,1
1278,9872.30,4
1279,9872.20,9
1280,9872.10,8
1281,9872.00,9
1282,9871.90,8
1283,9871.80,3
1284,9871.70,4
1285,9871.60,3
1286,9871.50,9
1287,9871.40,1
1288,9871.30,2
1289,9871.20,1
1290,9871.10,8
1291,9871.00,1
1292,9870.90,1
1293,9870.80,3
1294,9870.70,7
1295,9870.60,2
1296,9870.50,6
1297,9870.40,1
1298,9870.30,8
1299,9870.20,9
1300,9870.10,3
1301,9870.00,5
1302,9869.90,4
1303,9869.80,5
1304,9869.70,1
1305,9869.60,8
1306,9869.50,1
1307,9869.40,5
1308,9869.30,3
1309,9869.20,3
1310,9869.10,4
1311,9869.00,8
1312,9868.90,9
1313,9868.80,10
1314,9868.70,6
1315,9868.60,5
1316,9868.50,1
1317,9868.40,8
1318,9868.30,1
1319,9868.20,1
1320,9868.10,5
1321,9868.00,2
1322,9867.90,8
1323,9867.80,8
1324,9867.70,4
1325,9867.60,9
1326,9867.50,2
1327,9867.40,10
1328,9867.30,9
1329,9867.20,7
1330,9867.10,5
1331,9867.00,4
1332,9866.90,9
1333,9866.80,10
1334,9866.70,5
1335,9866.60,4
1336,9866.50,1
1337,9866.40,4
1338,9866.30,1
1339,9866.20,5
1340,9866.10,6
1341,9866.00,1
1342,9865.90,6
1343,9865.80,8
1344,9865.70,5
1345,9865.60,7
1346,9865.50,4
1347,9865.40,10
1348,9865.30,10
1349,9865.20,5
1350,9865.10,6
1351,9865.00,6
1352,9864.90,6
1353,9864.80,5
1354,9864.70,9
1355,9864.60,6
1356,9864.50,6
1357,9864.40,8
1358,9864.30,2
1359,9864.20,4
1360,9864.10,10
1361,9864.00,7
1362,9863.90,4
1363,9863.80,1
1364,9863.70,1
1365,9863.60,10
1366,9863.50,3
1367,9863.40,2
1368,9863.30,1
1369,9863.20,4
1370,9863.10,9
1371,9863.00,5
1372,9862.90,1
1373,9862.80,4
1374,9862.70,2
1375,9862.60,2
1376,9862.50,8
1377,9862.40,10
1378,9862.30,2
1379,9862.20,7
1380,9862.10,8
1381,9862.00,7
1382,9861.90,9
1383,9861.80,3
1384,9861.70,2
1385,9861.60,8
1386,9861.50,6
1387,9861.40,5
1388,9861.30,10
1389,9861.20,4
1390,9861.10,4
1391,9861.00,3
1392,9860.90,9
1393,9860.80,8
1394,9860.70,10
1395,9860.60,9
1396,9860.50,1
1397,9860.40,8
1398,9860.30,1
1399,9860.20,10
1400,9860.10,6
1401,9860.00,1
1402,9859.90,3
1403,9859.80,7
1404,9859.70,1
1405,9859.60,2
1406,9859.50,1
1407,9859.40,8
1408,9859.30,4
1409,9859.20,10
1410,9859.10,10
1411,9859.00,10
1412,9858.90,5
1413,9858.80,2
1414,9858.70,1
1415,9858.60,7
1416,9858.50,5
1417,9858.40,2
1418,9858.30,9
1419,9858.20,7
1420,9858.10,7
1421,9858.00,1
1422,9857.90,8
1423,9857.80,6
1424,9857.70,6
1425,9857.60,1
1426,9857.50,4
1427,9857.40,9
1428,9857.30,6
1429,9857.20,6
1430,9857.10,7
1431,9857.00,2
1432,9856.90,2
1433,9856.80,7
1434,9856.70,6
1435,9856.60,9
1436,9856.50,3
1437,9856.40,10
1438,9856.30,8
1439,9856.20,1
1440,9856.10,8
1441,9856.00,3
1442,9855.90,8
1443,9855.80,5
1444,9855.70,1
1445,9855.60,1
1446,9855.50,1
1447,9855.40,6
1448,9855.30,1
1449,9855.20,7
1450,9855.10,1
1451,9855.00,10
1452,9854.90,4
1453,9854.80,10
1454,9854.70,1
1455,9854.60,8
1456,9854.50,2
1457,9854.40,5
1458,9854.30,4
1459,9854.20,7
1460,9854.10,5
1461,9854.00,1
1462,9853.90,5
1463,9853.80,9
1464,9853.70,9
1465,9853.60,10
1466,9853.50,9
1467,9853.40,1
1468,9853.30,3
1469,9853.20,2
1470,9853.10,9
1471,9853.00,3
1472,9852.90,8
1473,9852.80,3
1474,9852.70,9
1475,9852.60,10
1476,9852.50,6
1477,9852.40,10
1478,9852.30,8
1479,9852.20,8
1480,9852.10,8
1481,9852.00,1
1482,9851.90,9
1483,9851.80,8
1484,9851.70,10
1485,9851.60,4
1486,9851.50,8
1487,9851.40,10
1488,9851.30,1
1489,9851.20,8
1490,9851.10,2
1491,9851.00,8
1492,9850.90,2
1493,9850.80,2
1494,9850.70,5
1495,9850.60,9
1496,9850.50,4
1497,9850.40,5
1498,9850.30,3
